State,District,Market,Crop,Date,Min_Price_Rs_per_Quintal,Max_Price_Rs_per_Quintal,Modal_Price_Rs_per_Quintal
Andhra Pradesh,Kurnool,Main Market,Rice,2020-03-01,1995.05,2342.01,2168.53
Andhra Pradesh,Kurnool,Main Market,Rice,2020-04-01,2520.45,2958.79,2739.62
Andhra Pradesh,Kurnool,Agricultural Market,Rice,2020-05-01,2214.4,2599.51,2406.96
Andhra Pradesh,Kurnool,Main Market,Rice,2020-06-01,2077.37,2438.65,2258.01
Andhra Pradesh,Kurnool,Central Mandi,Rice,2020-07-01,2095.89,2460.39,2278.14
Andhra Pradesh,Kurnool,Central Mandi,Rice,2020-08-01,1929.11,2264.61,2096.86
Andhra Pradesh,Kurnool,Agricultural Market,Rice,2020-09-01,1722.09,2021.58,1871.84
Andhra Pradesh,Kurnool,Main Market,Rice,2020-10-01,1950.71,2289.96,2120.33
Andhra Pradesh,Kurnool,Agricultural Market,Rice,2020-11-01,1790.91,2102.38,1946.65
Andhra Pradesh,Kurnool,Agricultural Market,Rice,2020-12-01,2053.12,2410.18,2231.65
Andhra Pradesh,Kurnool,Agricultural Market,Rice,2021-01-01,2034.58,2388.42,2211.5
Andhra Pradesh,Kurnool,Agricultural Market,Rice,2021-02-01,2487.07,2919.61,2703.34
Andhra Pradesh,Kurnool,Main Market,Rice,2021-03-01,2248.53,2639.58,2444.06
Andhra Pradesh,Kurnool,Agricultural Market,Rice,2021-04-01,2258.36,2651.11,2454.73
Andhra Pradesh,Kurnool,Main Market,Rice,2021-05-01,2416.18,2836.38,2626.28
Andhra Pradesh,Kurnool,Agricultural Market,Rice,2021-06-01,2493.86,2927.57,2710.72
Andhra Pradesh,Kurnool,Main Market,Rice,2021-07-01,2206.94,2590.76,2398.85
Andhra Pradesh,Kurnool,Central Mandi,Rice,2021-08-01,1895.86,2225.57,2060.71
Andhra Pradesh,Kurnool,Agricultural Market,Rice,2021-09-01,1933.06,2269.25,2101.16
Andhra Pradesh,Kurnool,Agricultural Market,Rice,2021-10-01,1831.79,2150.36,1991.07
Andhra Pradesh,Kurnool,Main Market,Rice,2021-11-01,1895.85,2225.56,2060.71
Andhra Pradesh,Kurnool,Main Market,Rice,2021-12-01,2004.21,2352.77,2178.49
Andhra Pradesh,Kurnool,Main Market,Rice,2022-01-01,2026.51,2378.95,2202.73
Andhra Pradesh,Kurnool,Agricultural Market,Rice,2022-02-01,2332.3,2737.92,2535.11
Andhra Pradesh,Kurnool,Central Mandi,Rice,2022-03-01,2576.35,3024.41,2800.38
Andhra Pradesh,Kurnool,Main Market,Rice,2022-04-01,2381.98,2796.24,2589.11
Andhra Pradesh,Kurnool,Main Market,Rice,2022-05-01,2498.56,2933.09,2715.82
Andhra Pradesh,Kurnool,Central Mandi,Rice,2022-06-01,2332.28,2737.9,2535.09
Andhra Pradesh,Kurnool,Agricultural Market,Rice,2022-07-01,2177.07,2555.69,2366.38
Andhra Pradesh,Kurnool,Central Mandi,Rice,2022-08-01,1945.69,2284.07,2114.88
Andhra Pradesh,Kurnool,Agricultural Market,Rice,2022-09-01,1861.48,2185.21,2023.35
Andhra Pradesh,Kurnool,Main Market,Rice,2022-10-01,2035.66,2389.69,2212.68
Andhra Pradesh,Kurnool,Agricultural Market,Rice,2022-11-01,1896.34,2226.13,2061.23
Andhra Pradesh,Kurnool,Agricultural Market,Rice,2022-12-01,1914.69,2247.68,2081.19
Andhra Pradesh,Kurnool,Central Mandi,Rice,2023-01-01,2107.2,2473.66,2290.43
Andhra Pradesh,Kurnool,Central Mandi,Rice,2023-02-01,2115.3,2483.18,2299.24
Andhra Pradesh,Kurnool,Central Mandi,Rice,2023-03-01,2469.74,2899.25,2684.49
Andhra Pradesh,Kurnool,Agricultural Market,Rice,2023-04-01,2252.52,2644.27,2448.39
Andhra Pradesh,Kurnool,Main Market,Rice,2023-05-01,2401.2,2818.8,2610.0
Andhra Pradesh,Kurnool,Central Mandi,Rice,2023-06-01,2192.99,2574.38,2383.69
Andhra Pradesh,Kurnool,Central Mandi,Rice,2023-07-01,2014.37,2364.7,2189.54
Andhra Pradesh,Kurnool,Main Market,Rice,2023-08-01,2010.55,2360.21,2185.38
Andhra Pradesh,Kurnool,Central Mandi,Rice,2023-09-01,1891.03,2219.9,2055.47
Andhra Pradesh,Kurnool,Agricultural Market,Rice,2023-10-01,1843.61,2164.24,2003.93
Andhra Pradesh,Kurnool,Central Mandi,Rice,2023-11-01,1862.0,2185.83,2023.92
Andhra Pradesh,Kurnool,Main Market,Rice,2023-12-01,1917.71,2251.22,2084.47
Andhra Pradesh,Kurnool,Main Market,Rice,2024-01-01,2301.34,2701.57,2501.46
Andhra Pradesh,Kurnool,Agricultural Market,Rice,2024-02-01,2135.99,2507.47,2321.73
Andhra Pradesh,Kurnool,Agricultural Market,Rice,2024-03-01,2627.09,3083.97,2855.53
Andhra Pradesh,Kurnool,Main Market,Rice,2024-04-01,2386.73,2801.81,2594.27
Andhra Pradesh,Kurnool,Central Mandi,Rice,2024-05-01,2354.35,2763.81,2559.08
Andhra Pradesh,Kurnool,Central Mandi,Rice,2024-06-01,2511.77,2948.6,2730.19
Andhra Pradesh,Kurnool,Central Mandi,Rice,2024-07-01,2144.25,2517.16,2330.7
Andhra Pradesh,Kurnool,Main Market,Rice,2024-08-01,2195.16,2576.92,2386.04
Andhra Pradesh,Kurnool,Main Market,Rice,2024-09-01,2207.85,2591.83,2399.84
Andhra Pradesh,Kurnool,Central Mandi,Rice,2024-10-01,2097.96,2462.82,2280.39
Andhra Pradesh,Kurnool,Central Mandi,Rice,2024-11-01,2136.66,2508.25,2322.45
Andhra Pradesh,Kurnool,Main Market,Rice,2024-12-01,2390.7,2806.47,2598.58
Andhra Pradesh,Kurnool,Agricultural Market,Rice,2025-01-01,2341.45,2748.66,2545.06
Andhra Pradesh,Kurnool,Main Market,Rice,2025-02-01,2363.6,2774.66,2569.13
Andhra Pradesh,Kurnool,Agricultural Market,Rice,2025-03-01,2310.34,2712.14,2511.24
Andhra Pradesh,Kurnool,Agricultural Market,Rice,2025-04-01,2373.12,2785.84,2579.48
Andhra Pradesh,Kurnool,Central Mandi,Rice,2025-05-01,2607.26,3060.69,2833.97
Andhra Pradesh,Kurnool,Central Mandi,Rice,2025-06-01,2270.31,2665.15,2467.73
Andhra Pradesh,Kurnool,Main Market,Rice,2025-07-01,2380.03,2793.95,2586.99
Andhra Pradesh,Kurnool,Central Mandi,Rice,2025-08-01,2284.52,2681.82,2483.17
Andhra Pradesh,Kurnool,Agricultural Market,Rice,2025-09-01,1869.95,2195.16,2032.55
Andhra Pradesh,Kurnool,Agricultural Market,Rice,2025-10-01,1903.15,2234.13,2068.64
Andhra Pradesh,Kurnool,Central Mandi,Rice,2025-11-01,1872.47,2198.11,2035.29
Andhra Pradesh,Kurnool,Central Mandi,Rice,2025-12-01,2032.29,2385.73,2209.01
Andhra Pradesh,Kurnool,Main Market,Maize,2020-01-01,1941.6,2279.27,2110.43
Andhra Pradesh,Kurnool,Main Market,Maize,2020-02-01,1910.18,2242.38,2076.28
Andhra Pradesh,Kurnool,Central Mandi,Maize,2020-03-01,2010.79,2360.5,2185.64
Andhra Pradesh,Kurnool,Agricultural Market,Maize,2020-04-01,1852.19,2174.31,2013.25
Andhra Pradesh,Kurnool,Main Market,Maize,2020-05-01,1822.27,2139.19,1980.73
Andhra Pradesh,Kurnool,Main Market,Maize,2020-06-01,1935.48,2272.08,2103.78
Andhra Pradesh,Kurnool,Main Market,Maize,2020-07-01,1882.57,2209.97,2046.27
Andhra Pradesh,Kurnool,Main Market,Maize,2020-08-01,1676.25,1967.78,1822.02
Andhra Pradesh,Kurnool,Main Market,Maize,2020-09-01,1436.25,1686.04,1561.15
Andhra Pradesh,Kurnool,Central Mandi,Maize,2020-10-01,1519.58,1783.86,1651.72
Andhra Pradesh,Kurnool,Main Market,Maize,2020-11-01,1481.53,1739.19,1610.36
Andhra Pradesh,Kurnool,Main Market,Maize,2020-12-01,1602.34,1881.01,1741.67
Andhra Pradesh,Kurnool,Central Mandi,Maize,2021-01-01,1681.08,1973.44,1827.26
Andhra Pradesh,Kurnool,Agricultural Market,Maize,2021-02-01,1880.13,2207.11,2043.62
Andhra Pradesh,Kurnool,Agricultural Market,Maize,2021-03-01,2040.46,2395.32,2217.89
Andhra Pradesh,Kurnool,Main Market,Maize,2021-04-01,2138.84,2510.81,2324.82
Andhra Pradesh,Kurnool,Main Market,Maize,2021-05-01,2037.94,2392.37,2215.16
Andhra Pradesh,Kurnool,Agricultural Market,Maize,2021-06-01,1935.01,2271.53,2103.27
Andhra Pradesh,Kurnool,Main Market,Maize,2021-07-01,1838.57,2158.32,1998.44
Andhra Pradesh,Kurnool,Agricultural Market,Maize,2021-08-01,1522.38,1787.14,1654.76
Andhra Pradesh,Kurnool,Agricultural Market,Maize,2021-09-01,1713.71,2011.75,1862.73
Andhra Pradesh,Kurnool,Central Mandi,Maize,2021-10-01,1560.79,1832.23,1696.51
Andhra Pradesh,Kurnool,Central Mandi,Maize,2021-11-01,1537.35,1804.72,1671.04
Andhra Pradesh,Kurnool,Main Market,Maize,2021-12-01,1638.07,1922.95,1780.51
Andhra Pradesh,Kurnool,Main Market,Maize,2022-01-01,1927.45,2262.65,2095.05
Andhra Pradesh,Kurnool,Central Mandi,Maize,2022-02-01,1873.95,2199.86,2036.9
Andhra Pradesh,Kurnool,Main Market,Maize,2022-03-01,1987.45,2333.09,2160.27
Andhra Pradesh,Kurnool,Central Mandi,Maize,2022-04-01,2142.8,2515.46,2329.13
Andhra Pradesh,Kurnool,Agricultural Market,Maize,2022-05-01,2040.2,2395.01,2217.6
Andhra Pradesh,Kurnool,Central Mandi,Maize,2022-06-01,1886.77,2214.91,2050.84
Andhra Pradesh,Kurnool,Central Mandi,Maize,2022-07-01,1802.14,2115.55,1958.85
Andhra Pradesh,Kurnool,Central Mandi,Maize,2022-08-01,1884.2,2211.89,2048.05
Andhra Pradesh,Kurnool,Agricultural Market,Maize,2022-09-01,1630.32,1913.85,1772.08
Andhra Pradesh,Kurnool,Main Market,Maize,2022-10-01,1571.89,1845.26,1708.58
Andhra Pradesh,Kurnool,Main Market,Maize,2022-11-01,1463.85,1718.43,1591.14
Andhra Pradesh,Kurnool,Central Mandi,Maize,2022-12-01,1728.51,2029.11,1878.81
Andhra Pradesh,Kurnool,Agricultural Market,Maize,2023-01-01,1899.16,2229.44,2064.3
Andhra Pradesh,Kurnool,Main Market,Maize,2023-02-01,2111.52,2478.74,2295.13
Andhra Pradesh,Kurnool,Main Market,Maize,2023-03-01,1981.85,2326.52,2154.18
Andhra Pradesh,Kurnool,Main Market,Maize,2023-04-01,2062.78,2421.52,2242.15
Andhra Pradesh,Kurnool,Agricultural Market,Maize,2023-05-01,1948.24,2287.07,2117.66
Andhra Pradesh,Kurnool,Agricultural Market,Maize,2023-06-01,2086.82,2449.75,2268.28
Andhra Pradesh,Kurnool,Main Market,Maize,2023-07-01,1814.15,2129.65,1971.9
Andhra Pradesh,Kurnool,Central Mandi,Maize,2023-08-01,1737.93,2040.17,1889.05
Andhra Pradesh,Kurnool,Agricultural Market,Maize,2023-09-01,1666.2,1955.97,1811.09
Andhra Pradesh,Kurnool,Agricultural Market,Maize,2023-10-01,1517.42,1781.32,1649.37
Andhra Pradesh,Kurnool,Central Mandi,Maize,2023-11-01,1707.17,2004.07,1855.62
Andhra Pradesh,Kurnool,Main Market,Maize,2023-12-01,1888.86,2217.36,2053.11
Andhra Pradesh,Kurnool,Central Mandi,Maize,2024-01-01,2034.0,2387.74,2210.87
Andhra Pradesh,Kurnool,Main Market,Maize,2024-02-01,2101.99,2467.56,2284.78
Andhra Pradesh,Kurnool,Central Mandi,Maize,2024-03-01,2128.85,2499.08,2313.97
Andhra Pradesh,Kurnool,Main Market,Maize,2024-04-01,2074.25,2434.99,2254.62
Andhra Pradesh,Kurnool,Central Mandi,Maize,2024-05-01,2269.05,2663.67,2466.36
Andhra Pradesh,Kurnool,Central Mandi,Maize,2024-06-01,2082.52,2444.7,2263.61
Andhra Pradesh,Kurnool,Central Mandi,Maize,2024-07-01,1987.18,2332.77,2159.97
Andhra Pradesh,Kurnool,Central Mandi,Maize,2024-08-01,1752.05,2056.75,1904.4
Andhra Pradesh,Kurnool,Agricultural Market,Maize,2024-09-01,1795.2,2107.41,1951.31
Andhra Pradesh,Kurnool,Main Market,Maize,2024-10-01,1649.85,1936.78,1793.31
Andhra Pradesh,Kurnool,Main Market,Maize,2024-11-01,1766.87,2074.16,1920.52
Andhra Pradesh,Kurnool,Central Mandi,Maize,2024-12-01,1788.72,2099.8,1944.26
Andhra Pradesh,Kurnool,Agricultural Market,Maize,2025-01-01,1873.04,2198.79,2035.92
Andhra Pradesh,Kurnool,Main Market,Maize,2025-02-01,2056.9,2414.62,2235.76
Andhra Pradesh,Kurnool,Central Mandi,Maize,2025-03-01,2250.4,2641.77,2446.09
Andhra Pradesh,Kurnool,Main Market,Maize,2025-04-01,2003.44,2351.86,2177.65
Andhra Pradesh,Kurnool,Central Mandi,Maize,2025-05-01,2286.08,2683.66,2484.87
Andhra Pradesh,Kurnool,Main Market,Maize,2025-06-01,2183.37,2563.09,2373.23
Andhra Pradesh,Kurnool,Agricultural Market,Maize,2025-07-01,2069.08,2428.92,2249.0
Andhra Pradesh,Kurnool,Main Market,Maize,2025-08-01,1800.22,2113.3,1956.76
Andhra Pradesh,Kurnool,Central Mandi,Maize,2025-09-01,1694.35,1989.02,1841.68
Andhra Pradesh,Kurnool,Agricultural Market,Maize,2025-10-01,1745.91,2049.55,1897.73
Andhra Pradesh,Kurnool,Central Mandi,Maize,2025-11-01,1867.98,2192.85,2030.41
Andhra Pradesh,Kurnool,Main Market,Maize,2025-12-01,1698.4,1993.77,1846.09
Andhra Pradesh,Kurnool,Central Mandi,Cotton,2020-01-01,6338.45,7440.79,6889.62
Andhra Pradesh,Kurnool,Central Mandi,Cotton,2020-02-01,6898.72,8098.5,7498.61
Andhra Pradesh,Kurnool,Central Mandi,Cotton,2020-03-01,6983.12,8197.58,7590.35
Andhra Pradesh,Kurnool,Main Market,Cotton,2020-04-01,7099.29,8333.95,7716.62
Andhra Pradesh,Kurnool,Main Market,Cotton,2020-05-01,7150.88,8394.51,7772.69
Andhra Pradesh,Kurnool,Central Mandi,Cotton,2020-06-01,6304.35,7400.76,6852.56
Andhra Pradesh,Kurnool,Main Market,Cotton,2020-07-01,5968.77,7006.82,6487.79
Andhra Pradesh,Kurnool,Agricultural Market,Cotton,2020-08-01,5730.31,6726.88,6228.6
Andhra Pradesh,Kurnool,Central Mandi,Cotton,2020-09-01,6104.75,7166.45,6635.6
Andhra Pradesh,Kurnool,Central Mandi,Cotton,2020-10-01,5352.74,6283.65,5818.2
Andhra Pradesh,Kurnool,Central Mandi,Cotton,2020-11-01,5542.56,6506.49,6024.53
Andhra Pradesh,Kurnool,Central Mandi,Cotton,2020-12-01,6242.42,7328.06,6785.24
Andhra Pradesh,Kurnool,Main Market,Cotton,2021-01-01,6619.35,7770.54,7194.95
Andhra Pradesh,Kurnool,Main Market,Cotton,2021-02-01,6545.02,7683.28,7114.15
Andhra Pradesh,Kurnool,Agricultural Market,Cotton,2021-03-01,7529.88,8839.43,8184.65
Andhra Pradesh,Kurnool,Agricultural Market,Cotton,2021-04-01,7227.93,8484.96,7856.45
Andhra Pradesh,Kurnool,Agricultural Market,Cotton,2021-05-01,7054.81,8281.73,7668.27
Andhra Pradesh,Kurnool,Main Market,Cotton,2021-06-01,7256.62,8518.64,7887.63
Andhra Pradesh,Kurnool,Agricultural Market,Cotton,2021-07-01,5307.89,6231.0,5769.45
Andhra Pradesh,Kurnool,Central Mandi,Cotton,2021-08-01,6510.91,7643.24,7077.07
Andhra Pradesh,Kurnool,Central Mandi,Cotton,2021-09-01,6050.63,7102.91,6576.77
Andhra Pradesh,Kurnool,Central Mandi,Cotton,2021-10-01,5636.67,6616.97,6126.82
Andhra Pradesh,Kurnool,Main Market,Cotton,2021-11-01,5789.4,6796.26,6292.83
Andhra Pradesh,Kurnool,Agricultural Market,Cotton,2021-12-01,6494.74,7624.26,7059.5
Andhra Pradesh,Kurnool,Agricultural Market,Cotton,2022-01-01,6870.77,8065.69,7468.23
Andhra Pradesh,Kurnool,Agricultural Market,Cotton,2022-02-01,7124.0,8362.95,7743.47
Andhra Pradesh,Kurnool,Agricultural Market,Cotton,2022-03-01,7525.82,8834.66,8180.24
Andhra Pradesh,Kurnool,Main Market,Cotton,2022-04-01,7109.02,8345.37,7727.2
Andhra Pradesh,Kurnool,Main Market,Cotton,2022-05-01,6212.76,7293.24,6753.0
Andhra Pradesh,Kurnool,Agricultural Market,Cotton,2022-06-01,6761.7,7937.65,7349.67
Andhra Pradesh,Kurnool,Central Mandi,Cotton,2022-07-01,6644.12,7799.62,7221.87
Andhra Pradesh,Kurnool,Agricultural Market,Cotton,2022-08-01,6378.32,7487.59,6932.95
Andhra Pradesh,Kurnool,Central Mandi,Cotton,2022-09-01,6138.61,7206.2,6672.4
Andhra Pradesh,Kurnool,Agricultural Market,Cotton,2022-10-01,6147.51,7216.64,6682.07
Andhra Pradesh,Kurnool,Agricultural Market,Cotton,2022-11-01,5982.93,7023.44,6503.18
Andhra Pradesh,Kurnool,Main Market,Cotton,2022-12-01,6261.26,7350.18,6805.72
Andhra Pradesh,Kurnool,Main Market,Cotton,2023-01-01,7470.24,8769.41,8119.82
Andhra Pradesh,Kurnool,Main Market,Cotton,2023-02-01,7378.65,8661.9,8020.28
Andhra Pradesh,Kurnool,Central Mandi,Cotton,2023-03-01,7705.68,9045.79,8375.73
Andhra Pradesh,Kurnool,Main Market,Cotton,2023-04-01,7707.46,9047.89,8377.68
Andhra Pradesh,Kurnool,Agricultural Market,Cotton,2023-05-01,6919.7,8123.13,7521.41
Andhra Pradesh,Kurnool,Main Market,Cotton,2023-06-01,7145.17,8387.81,7766.49
Andhra Pradesh,Kurnool,Main Market,Cotton,2023-07-01,5993.12,7035.4,6514.26
Andhra Pradesh,Kurnool,Central Mandi,Cotton,2023-08-01,6228.19,7311.35,6769.77
Andhra Pradesh,Kurnool,Central Mandi,Cotton,2023-09-01,5374.23,6308.88,5841.56
Andhra Pradesh,Kurnool,Main Market,Cotton,2023-10-01,5911.26,6939.31,6425.28
Andhra Pradesh,Kurnool,Agricultural Market,Cotton,2023-11-01,6155.34,7225.84,6690.59
Andhra Pradesh,Kurnool,Main Market,Cotton,2023-12-01,6608.97,7758.35,7183.66
Andhra Pradesh,Kurnool,Main Market,Cotton,2024-01-01,6680.18,7841.95,7261.06
Andhra Pradesh,Kurnool,Central Mandi,Cotton,2024-02-01,7449.15,8744.65,8096.9
Andhra Pradesh,Kurnool,Agricultural Market,Cotton,2024-03-01,7525.79,8834.62,8180.21
Andhra Pradesh,Kurnool,Main Market,Cotton,2024-04-01,8401.22,9862.3,9131.76
Andhra Pradesh,Kurnool,Agricultural Market,Cotton,2024-05-01,7395.24,8681.36,8038.3
Andhra Pradesh,Kurnool,Main Market,Cotton,2024-06-01,7735.41,9080.69,8408.05
Andhra Pradesh,Kurnool,Main Market,Cotton,2024-07-01,6548.61,7687.5,7118.05
Andhra Pradesh,Kurnool,Agricultural Market,Cotton,2024-08-01,5949.47,6984.16,6466.82
Andhra Pradesh,Kurnool,Central Mandi,Cotton,2024-09-01,6756.66,7931.73,7344.2
Andhra Pradesh,Kurnool,Main Market,Cotton,2024-10-01,5818.96,6830.95,6324.96
Andhra Pradesh,Kurnool,Agricultural Market,Cotton,2024-11-01,6074.41,7130.83,6602.62
Andhra Pradesh,Kurnool,Central Mandi,Cotton,2024-12-01,6863.61,8057.28,7460.45
Andhra Pradesh,Kurnool,Main Market,Cotton,2025-01-01,6795.59,7977.44,7386.52
Andhra Pradesh,Kurnool,Central Mandi,Cotton,2025-02-01,7519.75,8827.54,8173.65
Andhra Pradesh,Kurnool,Central Mandi,Cotton,2025-03-01,7411.64,8700.62,8056.13
Andhra Pradesh,Kurnool,Main Market,Cotton,2025-04-01,7656.08,8987.57,8321.82
Andhra Pradesh,Kurnool,Agricultural Market,Cotton,2025-05-01,7385.24,8669.62,8027.43
Andhra Pradesh,Kurnool,Central Mandi,Cotton,2025-06-01,7313.31,8585.19,7949.25
Andhra Pradesh,Kurnool,Main Market,Cotton,2025-07-01,7736.42,9081.88,8409.15
Andhra Pradesh,Kurnool,Central Mandi,Cotton,2025-08-01,6641.53,7796.57,7219.05
Andhra Pradesh,Kurnool,Main Market,Cotton,2025-09-01,6196.54,7274.2,6735.37
Andhra Pradesh,Kurnool,Agricultural Market,Cotton,2025-10-01,5506.58,6464.25,5985.41
Andhra Pradesh,Kurnool,Main Market,Cotton,2025-11-01,6650.68,7807.31,7228.99
Andhra Pradesh,Kurnool,Agricultural Market,Cotton,2025-12-01,6482.37,7609.74,7046.05
Andhra Pradesh,Kurnool,Central Mandi,Groundnut,2020-01-01,5528.44,6489.91,6009.18
Andhra Pradesh,Kurnool,Central Mandi,Groundnut,2020-02-01,5149.84,6045.47,5597.66
Andhra Pradesh,Kurnool,Central Mandi,Groundnut,2020-03-01,5621.16,6598.76,6109.96
Andhra Pradesh,Kurnool,Agricultural Market,Groundnut,2020-04-01,6049.11,7101.13,6575.12
Andhra Pradesh,Kurnool,Main Market,Groundnut,2020-05-01,5961.77,6998.6,6480.18
Andhra Pradesh,Kurnool,Agricultural Market,Groundnut,2020-06-01,5630.07,6609.21,6119.64
Andhra Pradesh,Kurnool,Main Market,Groundnut,2020-07-01,4845.4,5688.08,5266.74
Andhra Pradesh,Kurnool,Agricultural Market,Groundnut,2020-08-01,5273.44,6190.56,5732.0
Andhra Pradesh,Kurnool,Agricultural Market,Groundnut,2020-09-01,4382.34,5144.48,4763.41
Andhra Pradesh,Kurnool,Agricultural Market,Groundnut,2020-10-01,4921.25,5777.12,5349.19
Andhra Pradesh,Kurnool,Main Market,Groundnut,2020-11-01,4325.76,5078.07,4701.92
Andhra Pradesh,Kurnool,Central Mandi,Groundnut,2020-12-01,5056.44,5935.82,5496.13
Andhra Pradesh,Kurnool,Agricultural Market,Groundnut,2021-01-01,5386.6,6323.4,5855.0
Andhra Pradesh,Kurnool,Agricultural Market,Groundnut,2021-02-01,5247.26,6159.83,5703.55
Andhra Pradesh,Kurnool,Main Market,Groundnut,2021-03-01,5753.87,6754.54,6254.2
Andhra Pradesh,Kurnool,Central Mandi,Groundnut,2021-04-01,6025.91,7073.89,6549.9
Andhra Pradesh,Kurnool,Agricultural Market,Groundnut,2021-05-01,5778.16,6783.06,6280.61
Andhra Pradesh,Kurnool,Central Mandi,Groundnut,2021-06-01,6367.6,7475.01,6921.31
Andhra Pradesh,Kurnool,Main Market,Groundnut,2021-07-01,5501.01,6457.71,5979.36
Andhra Pradesh,Kurnool,Agricultural Market,Groundnut,2021-08-01,4598.11,5397.78,4997.95
Andhra Pradesh,Kurnool,Main Market,Groundnut,2021-09-01,4599.24,5399.11,4999.17
Andhra Pradesh,Kurnool,Agricultural Market,Groundnut,2021-10-01,4833.56,5674.18,5253.87
Andhra Pradesh,Kurnool,Main Market,Groundnut,2021-11-01,5025.12,5899.05,5462.09
Andhra Pradesh,Kurnool,Agricultural Market,Groundnut,2021-12-01,5141.12,6035.23,5588.18
Andhra Pradesh,Kurnool,Central Mandi,Groundnut,2022-01-01,5120.18,6010.64,5565.41
Andhra Pradesh,Kurnool,Agricultural Market,Groundnut,2022-02-01,5862.42,6881.97,6372.19
Andhra Pradesh,Kurnool,Main Market,Groundnut,2022-03-01,6448.44,7569.91,7009.18
Andhra Pradesh,Kurnool,Central Mandi,Groundnut,2022-04-01,5812.36,6823.2,6317.78
Andhra Pradesh,Kurnool,Main Market,Groundnut,2022-05-01,5950.9,6985.84,6468.37
Andhra Pradesh,Kurnool,Main Market,Groundnut,2022-06-01,5276.58,6194.25,5735.42
Andhra Pradesh,Kurnool,Main Market,Groundnut,2022-07-01,5317.7,6242.52,5780.11
Andhra Pradesh,Kurnool,Central Mandi,Groundnut,2022-08-01,4556.52,5348.96,4952.74
Andhra Pradesh,Kurnool,Central Mandi,Groundnut,2022-09-01,5112.66,6001.81,5557.24
Andhra Pradesh,Kurnool,Central Mandi,Groundnut,2022-10-01,4735.97,5559.62,5147.79
Andhra Pradesh,Kurnool,Main Market,Groundnut,2022-11-01,4282.31,5027.05,4654.68
Andhra Pradesh,Kurnool,Agricultural Market,Groundnut,2022-12-01,5430.2,6374.59,5902.39
Andhra Pradesh,Kurnool,Central Mandi,Groundnut,2023-01-01,6153.13,7223.24,6688.19
Andhra Pradesh,Kurnool,Main Market,Groundnut,2023-02-01,5945.14,6979.08,6462.11
Andhra Pradesh,Kurnool,Agricultural Market,Groundnut,2023-03-01,6205.81,7285.08,6745.44
Andhra Pradesh,Kurnool,Central Mandi,Groundnut,2023-04-01,5862.45,6882.01,6372.23
Andhra Pradesh,Kurnool,Agricultural Market,Groundnut,2023-05-01,6161.48,7233.04,6697.26
Andhra Pradesh,Kurnool,Main Market,Groundnut,2023-06-01,5843.01,6859.18,6351.1
Andhra Pradesh,Kurnool,Agricultural Market,Groundnut,2023-07-01,5485.19,6439.14,5962.17
Andhra Pradesh,Kurnool,Main Market,Groundnut,2023-08-01,5213.34,6120.01,5666.67
Andhra Pradesh,Kurnool,Main Market,Groundnut,2023-09-01,5560.2,6527.19,6043.69
Andhra Pradesh,Kurnool,Agricultural Market,Groundnut,2023-10-01,4811.15,5647.87,5229.51
Andhra Pradesh,Kurnool,Main Market,Groundnut,2023-11-01,4547.87,5338.8,4943.33
Andhra Pradesh,Kurnool,Agricultural Market,Groundnut,2023-12-01,5477.57,6430.19,5953.88
Andhra Pradesh,Kurnool,Central Mandi,Groundnut,2024-01-01,5432.22,6376.96,5904.59
Andhra Pradesh,Kurnool,Agricultural Market,Groundnut,2024-02-01,6133.66,7200.38,6667.02
Andhra Pradesh,Kurnool,Agricultural Market,Groundnut,2024-03-01,6569.57,7712.1,7140.84
Andhra Pradesh,Kurnool,Central Mandi,Groundnut,2024-04-01,6178.2,7252.67,6715.44
Andhra Pradesh,Kurnool,Main Market,Groundnut,2024-05-01,6205.54,7284.76,6745.15
Andhra Pradesh,Kurnool,Central Mandi,Groundnut,2024-06-01,5355.1,6286.43,5820.77
Andhra Pradesh,Kurnool,Central Mandi,Groundnut,2024-07-01,5821.25,6833.64,6327.44
Andhra Pradesh,Kurnool,Main Market,Groundnut,2024-08-01,5335.82,6263.79,5799.8
Andhra Pradesh,Kurnool,Agricultural Market,Groundnut,2024-09-01,5031.05,5906.01,5468.53
Andhra Pradesh,Kurnool,Main Market,Groundnut,2024-10-01,5197.97,6101.97,5649.97
Andhra Pradesh,Kurnool,Agricultural Market,Groundnut,2024-11-01,5329.25,6256.07,5792.66
Andhra Pradesh,Kurnool,Main Market,Groundnut,2024-12-01,5338.21,6266.6,5802.41
Andhra Pradesh,Kurnool,Central Mandi,Groundnut,2025-01-01,5882.09,6905.06,6393.58
Andhra Pradesh,Kurnool,Agricultural Market,Groundnut,2025-02-01,6014.43,7060.42,6537.43
Andhra Pradesh,Kurnool,Central Mandi,Groundnut,2025-03-01,6218.52,7300.0,6759.26
Andhra Pradesh,Kurnool,Main Market,Groundnut,2025-04-01,5579.82,6550.22,6065.02
Andhra Pradesh,Kurnool,Central Mandi,Groundnut,2025-05-01,5942.87,6976.42,6459.65
Andhra Pradesh,Kurnool,Agricultural Market,Groundnut,2025-06-01,6115.33,7178.87,6647.1
Andhra Pradesh,Kurnool,Central Mandi,Groundnut,2025-07-01,5831.85,6846.09,6338.97
Andhra Pradesh,Kurnool,Agricultural Market,Groundnut,2025-08-01,5704.5,6696.59,6200.55
