State,District,Year,Month,Rainfall_mm,Temperature_C,Humidity_Percent
Telangana,Karimnagar,2021,7,91.4,26.7,56.7
Telangana,Karimnagar,2021,8,87.0,29.0,81.1
Telangana,Karimnagar,2021,9,48.3,22.2,52.8
Telangana,Karimnagar,2021,10,56.2,20.4,67.6
Telangana,Karimnagar,2021,11,8.4,28.3,41.6
Telangana,Karimnagar,2021,12,28.2,24.0,66.8
Telangana,Karimnagar,2022,1,45.9,23.5,61.8
Telangana,Karimnagar,2022,2,11.4,27.5,53.1
Telangana,Karimnagar,2022,3,61.9,29.1,94.1
Telangana,Karimnagar,2022,4,23.1,29.0,51.2
Telangana,Karimnagar,2022,5,25.1,21.2,58.7
Telangana,Karimnagar,2022,6,147.0,29.0,57.5
Telangana,Karimnagar,2022,7,71.9,18.9,75.8
Telangana,Karimnagar,2022,8,64.8,24.9,66.8
Telangana,Karimnagar,2022,9,152.1,25.2,74.5
Telangana,Karimnagar,2022,10,44.1,28.4,53.1
Telangana,Karimnagar,2022,11,90.4,20.0,74.9
Telangana,Karimnagar,2022,12,0.0,23.8,59.6
Telangana,Karimnagar,2023,1,44.6,26.5,43.9
Telangana,Karimnagar,2023,2,75.7,22.7,61.9
Telangana,Karimnagar,2023,3,47.3,27.3,57.5
Telangana,Karimnagar,2023,4,0.0,28.7,56.7
Telangana,Karimnagar,2023,5,7.2,22.8,53.3
Telangana,Karimnagar,2023,6,98.7,27.1,53.3
Telangana,Karimnagar,2023,7,155.8,23.4,66.2
Telangana,Karimnagar,2023,8,15.7,29.0,51.3
Telangana,Karimnagar,2023,9,103.4,27.8,62.6
Telangana,Karimnagar,2023,10,58.7,19.8,72.4
Telangana,Karimnagar,2023,11,80.0,23.5,77.0
Telangana,Karimnagar,2023,12,89.2,24.4,65.3
Telangana,Karimnagar,2024,1,0.0,23.7,48.5
Telangana,Karimnagar,2024,2,0.0,28.0,48.7
Telangana,Karimnagar,2024,3,34.0,28.1,67.0
Telangana,Karimnagar,2024,4,7.4,29.0,61.3
Telangana,Karimnagar,2024,5,77.1,26.7,63.1
Telangana,Karimnagar,2024,6,62.8,33.6,79.1
Telangana,Karimnagar,2024,7,98.5,29.8,67.2
Telangana,Karimnagar,2024,8,125.4,25.0,71.2
Telangana,Karimnagar,2024,9,110.2,23.9,76.7
Telangana,Karimnagar,2024,10,50.1,27.6,70.6
Telangana,Karimnagar,2024,11,0.0,29.3,52.9
Telangana,Karimnagar,2024,12,37.7,26.6,57.9
Telangana,Karimnagar,2025,1,57.0,27.7,66.2
Telangana,Karimnagar,2025,2,81.9,24.3,70.7
Telangana,Karimnagar,2025,3,11.4,26.3,63.4
Telangana,Karimnagar,2025,4,134.3,27.1,77.7
Telangana,Karimnagar,2025,5,13.6,28.0,69.1
Telangana,Karimnagar,2025,6,62.4,24.7,67.3
Telangana,Karimnagar,2025,7,123.2,26.2,70.9
Telangana,Karimnagar,2025,8,101.2,27.0,44.7
Telangana,Karimnagar,2025,9,73.7,24.8,73.6
Telangana,Karimnagar,2025,10,77.1,22.8,79.7
Telangana,Karimnagar,2025,11,9.2,24.7,59.7
Telangana,Karimnagar,2025,12,17.9,27.8,51.8
Telangana,Khammam,2020,1,11.4,27.6,48.9
Telangana,Khammam,2020,2,33.7,20.8,69.6
Telangana,Khammam,2020,3,67.2,34.9,78.7
Telangana,Khammam,2020,4,0.0,29.7,47.7
Telangana,Khammam,2020,5,80.2,25.2,58.8
Telangana,Khammam,2020,6,43.7,26.8,49.5
Telangana,Khammam,2020,7,55.8,30.0,72.2
Telangana,Khammam,2020,8,114.4,29.0,70.1
Telangana,Khammam,2020,9,73.8,20.7,61.6
Telangana,Khammam,2020,10,77.7,21.9,70.8
Telangana,Khammam,2020,11,61.2,25.7,71.2
Telangana,Khammam,2020,12,47.9,25.9,67.9
Telangana,Khammam,2021,1,0.0,25.6,40.5
Telangana,Khammam,2021,2,0.0,24.8,59.3
Telangana,Khammam,2021,3,82.1,34.0,78.6
Telangana,Khammam,2021,4,50.5,28.4,55.8
Telangana,Khammam,2021,5,19.9,31.2,62.2
Telangana,Khammam,2021,6,55.0,29.5,72.2
Telangana,Khammam,2021,7,112.2,24.9,73.3
Telangana,Khammam,2021,8,124.4,23.4,71.6
Telangana,Khammam,2021,9,93.4,21.3,63.5
Telangana,Khammam,2021,10,0.0,27.5,57.8
Telangana,Khammam,2021,11,12.6,28.6,55.5
Telangana,Khammam,2021,12,0.0,23.9,68.1
Telangana,Khammam,2022,1,1.6,25.7,61.0
Telangana,Khammam,2022,2,45.6,31.1,45.6
Telangana,Khammam,2022,3,0.0,25.1,52.6
Telangana,Khammam,2022,4,63.5,25.4,76.9
Telangana,Khammam,2022,5,26.2,25.2,41.0
Telangana,Khammam,2022,6,46.5,26.3,53.6
Telangana,Khammam,2022,7,147.1,27.0,61.3
Telangana,Khammam,2022,8,114.3,29.1,83.0
Telangana,Khammam,2022,9,89.0,27.4,79.1
Telangana,Khammam,2022,10,0.0,23.7,72.8
Telangana,Khammam,2022,11,14.5,17.7,54.0
Telangana,Khammam,2022,12,64.4,25.0,73.7
Telangana,Khammam,2023,1,57.8,24.1,63.8
Telangana,Khammam,2023,2,30.4,25.4,55.4
Telangana,Khammam,2023,3,28.3,26.1,61.0
Telangana,Khammam,2023,4,46.0,24.7,51.9
Telangana,Khammam,2023,5,28.3,26.7,60.1
Telangana,Khammam,2023,6,97.7,28.4,64.8
Telangana,Khammam,2023,7,30.2,19.9,59.7
Telangana,Khammam,2023,8,109.3,26.1,69.1
Telangana,Khammam,2023,9,107.5,27.4,71.6
Telangana,Khammam,2023,10,61.4,25.4,65.6
Telangana,Khammam,2023,11,31.8,22.9,52.0
Telangana,Khammam,2023,12,31.2,25.4,54.1
Telangana,Khammam,2024,1,0.0,26.6,61.7
Telangana,Khammam,2024,2,82.5,26.1,68.0
Telangana,Khammam,2024,3,0.0,31.7,57.0
Telangana,Khammam,2024,4,31.8,27.4,52.5
Telangana,Khammam,2024,5,49.1,25.4,68.0
Telangana,Khammam,2024,6,149.3,27.1,61.1
Telangana,Khammam,2024,7,29.5,21.9,60.8
Telangana,Khammam,2024,8,111.0,26.2,53.2
Telangana,Khammam,2024,9,86.1,28.4,67.2
Telangana,Khammam,2024,10,0.0,24.7,48.8
Telangana,Khammam,2024,11,36.7,25.1,59.3
Telangana,Khammam,2024,12,0.0,23.9,63.7
Telangana,Khammam,2025,1,0.0,22.5,56.6
Telangana,Khammam,2025,2,35.0,23.8,52.8
Telangana,Khammam,2025,3,43.7,30.1,46.4
Telangana,Khammam,2025,4,37.8,31.8,54.1
Telangana,Khammam,2025,5,0.0,25.2,53.7
Telangana,Khammam,2025,6,136.3,27.9,69.5
Telangana,Khammam,2025,7,65.1,27.5,58.8
Telangana,Khammam,2025,8,82.3,26.6,51.7
Telangana,Khammam,2025,9,106.1,22.4,68.1
Telangana,Khammam,2025,10,12.7,30.3,51.9
Telangana,Khammam,2025,11,89.5,26.5,61.6
Telangana,Khammam,2025,12,36.6,24.2,56.9
Karnataka,Mysuru,2020,1,0.0,29.2,62.4
Karnataka,Mysuru,2020,2,26.1,29.3,55.6
Karnataka,Mysuru,2020,3,63.4,28.1,71.2
Karnataka,Mysuru,2020,4,22.1,28.2,56.4
Karnataka,Mysuru,2020,5,1.6,27.0,53.3
Karnataka,Mysuru,2020,6,108.0,27.9,77.4
Karnataka,Mysuru,2020,7,129.6,24.5,79.1
Karnataka,Mysuru,2020,8,165.6,19.9,75.5
Karnataka,Mysuru,2020,9,75.7,27.0,77.9
Karnataka,Mysuru,2020,10,0.0,20.4,61.7
Karnataka,Mysuru,2020,11,29.7,20.8,75.2
Karnataka,Mysuru,2020,12,46.9,26.7,65.9
Karnataka,Mysuru,2021,1,4.7,25.3,44.4
Karnataka,Mysuru,2021,2,3.7,26.0,41.7
Karnataka,Mysuru,2021,3,2.7,25.7,56.1
Karnataka,Mysuru,2021,4,45.1,29.9,63.0
Karnataka,Mysuru,2021,5,73.0,29.5,83.1
Karnataka,Mysuru,2021,6,104.2,27.6,72.9
Karnataka,Mysuru,2021,7,92.4,29.6,77.0
Karnataka,Mysuru,2021,8,126.3,25.3,64.7
Karnataka,Mysuru,2021,9,124.5,22.2,80.3
Karnataka,Mysuru,2021,10,18.8,25.8,47.7
Karnataka,Mysuru,2021,11,50.3,23.9,73.2
Karnataka,Mysuru,2021,12,51.5,23.4,59.0
Karnataka,Mysuru,2022,1,78.6,24.5,69.8
Karnataka,Mysuru,2022,2,42.0,21.9,58.7
Karnataka,Mysuru,2022,3,28.5,26.4,45.7
Karnataka,Mysuru,2022,4,46.2,30.8,56.4
Karnataka,Mysuru,2022,5,0.0,25.4,51.5
Karnataka,Mysuru,2022,6,154.8,27.4,64.3
Karnataka,Mysuru,2022,7,41.4,23.4,45.1
Karnataka,Mysuru,2022,8,64.9,25.3,64.8
Karnataka,Mysuru,2022,9,159.5,27.7,63.1
Karnataka,Mysuru,2022,10,0.0,28.5,68.3
Karnataka,Mysuru,2022,11,0.0,25.2,53.0
Karnataka,Mysuru,2022,12,47.7,29.9,51.1
Karnataka,Mysuru,2023,1,0.0,26.4,66.1
Karnataka,Mysuru,2023,2,14.4,23.2,51.5
Karnataka,Mysuru,2023,3,54.8,26.9,70.6
Karnataka,Mysuru,2023,4,26.0,27.8,60.6
Karnataka,Mysuru,2023,5,8.2,26.9,61.4
Karnataka,Mysuru,2023,6,65.5,25.8,57.9
Karnataka,Mysuru,2023,7,129.7,24.7,57.5
Karnataka,Mysuru,2023,8,129.9,23.6,61.0
Karnataka,Mysuru,2023,9,93.2,28.7,64.8
Karnataka,Mysuru,2023,10,45.1,26.8,58.5
Karnataka,Mysuru,2023,11,69.5,23.2,59.7
Karnataka,Mysuru,2023,12,0.0,24.6,47.4
Karnataka,Mysuru,2024,1,30.2,25.2,63.1
Karnataka,Mysuru,2024,2,35.2,24.0,58.3
Karnataka,Mysuru,2024,3,0.0,27.9,57.6
Karnataka,Mysuru,2024,4,29.5,29.0,49.8
Karnataka,Mysuru,2024,5,65.3,32.6,55.2
Karnataka,Mysuru,2024,6,57.5,28.1,65.9
Karnataka,Mysuru,2024,7,166.4,25.5,79.1
Karnataka,Mysuru,2024,8,28.3,27.0,49.3
Karnataka,Mysuru,2024,9,74.4,24.4,56.6
Karnataka,Mysuru,2024,10,40.5,25.5,57.1
Karnataka,Mysuru,2024,11,56.0,28.8,65.1
Karnataka,Mysuru,2024,12,41.7,25.7,58.0
Karnataka,Mysuru,2025,1,38.7,29.0,51.3
Karnataka,Mysuru,2025,2,0.0,23.3,61.1
Karnataka,Mysuru,2025,3,25.8,26.8,46.4
Karnataka,Mysuru,2025,4,32.7,29.6,57.4
Karnataka,Mysuru,2025,5,16.1,28.4,56.1
Karnataka,Mysuru,2025,6,106.6,25.0,69.6
Karnataka,Mysuru,2025,7,84.6,27.6,69.1
Karnataka,Mysuru,2025,8,129.2,24.2,65.9
Karnataka,Mysuru,2025,9,152.3,26.1,62.3
Karnataka,Mysuru,2025,10,56.4,23.7,69.8
Karnataka,Mysuru,2025,11,89.3,21.4,66.6
Karnataka,Mysuru,2025,12,39.3,26.9,45.1
Karnataka,Belagavi,2020,1,0.0,27.7,49.2
Karnataka,Belagavi,2020,2,0.0,28.9,55.6
Karnataka,Belagavi,2020,3,27.7,27.6,45.2
Karnataka,Belagavi,2020,4,48.6,29.0,56.3
Karnataka,Belagavi,2020,5,20.9,27.3,62.3
Karnataka,Belagavi,2020,6,95.1,27.8,72.2
Karnataka,Belagavi,2020,7,107.3,29.1,53.9
Karnataka,Belagavi,2020,8,110.5,23.2,60.5
Karnataka,Belagavi,2020,9,84.0,25.1,68.8
Karnataka,Belagavi,2020,10,0.0,23.6,57.2
Karnataka,Belagavi,2020,11,0.0,22.2,37.0
Karnataka,Belagavi,2020,12,1.8,22.1,47.1
Karnataka,Belagavi,2021,1,15.5,23.5,45.7
Karnataka,Belagavi,2021,2,0.0,25.8,61.0
Karnataka,Belagavi,2021,3,11.1,27.3,55.0
Karnataka,Belagavi,2021,4,80.3,24.1,64.7
Karnataka,Belagavi,2021,5,0.0,28.9,53.8
Karnataka,Belagavi,2021,6,107.1,28.4,75.9
Karnataka,Belagavi,2021,7,118.8,27.1,59.5
Karnataka,Belagavi,2021,8,141.8,23.2,62.7
Karnataka,Belagavi,2021,9,109.5,25.8,59.4
Karnataka,Belagavi,2021,10,18.9,28.7,43.3
Karnataka,Belagavi,2021,11,77.0,24.4,49.3
Karnataka,Belagavi,2021,12,0.0,22.6,50.0
Karnataka,Belagavi,2022,1,21.3,18.2,56.5
Karnataka,Belagavi,2022,2,0.0,28.5,52.8
Karnataka,Belagavi,2022,3,58.0,30.8,76.7
Karnataka,Belagavi,2022,4,5.2,26.6,53.2
Karnataka,Belagavi,2022,5,47.3,26.7,54.0
Karnataka,Belagavi,2022,6,109.6,25.7,60.3
Karnataka,Belagavi,2022,7,94.5,24.9,71.5
Karnataka,Belagavi,2022,8,123.5,22.3,61.5
Karnataka,Belagavi,2022,9,66.0,28.5,67.0
Karnataka,Belagavi,2022,10,25.6,25.1,49.3
Karnataka,Belagavi,2022,11,79.7,26.0,68.3
Karnataka,Belagavi,2022,12,0.0,22.1,52.5
Karnataka,Belagavi,2023,1,0.5,22.3,52.0
Karnataka,Belagavi,2023,2,17.4,25.4,51.0
Karnataka,Belagavi,2023,3,0.0,25.6,64.7
Karnataka,Belagavi,2023,4,0.0,28.9,59.2
Karnataka,Belagavi,2023,5,20.8,32.4,59.0
Karnataka,Belagavi,2023,6,164.5,26.4,62.9
Karnataka,Belagavi,2023,7,118.5,24.3,81.5
Karnataka,Belagavi,2023,8,112.0,22.4,54.1
Karnataka,Belagavi,2023,9,97.3,24.8,70.5
Karnataka,Belagavi,2023,10,67.4,27.7,63.4
Karnataka,Belagavi,2023,11,0.0,21.9,49.1
Karnataka,Belagavi,2023,12,12.2,25.8,48.6
Karnataka,Belagavi,2024,1,34.8,25.9,56.1
Karnataka,Belagavi,2024,2,0.0,26.2,71.7
Karnataka,Belagavi,2024,3,33.6,20.6,64.9
Karnataka,Belagavi,2024,4,0.4,33.7,55.9
Karnataka,Belagavi,2024,5,0.0,22.8,67.3
Karnataka,Belagavi,2024,6,138.7,33.6,68.1
Karnataka,Belagavi,2024,7,98.0,24.0,62.7
Karnataka,Belagavi,2024,8,86.3,25.5,61.2
Karnataka,Belagavi,2024,9,41.6,25.4,48.1
Karnataka,Belagavi,2024,10,0.0,26.4,46.1
Karnataka,Belagavi,2024,11,48.2,26.6,57.3
Karnataka,Belagavi,2024,12,112.4,24.7,65.7
Karnataka,Belagavi,2025,1,48.9,24.9,64.3
Karnataka,Belagavi,2025,2,0.0,21.9,61.1
Karnataka,Belagavi,2025,3,0.0,29.5,58.0
Karnataka,Belagavi,2025,4,0.7,28.9,45.1
Karnataka,Belagavi,2025,5,0.0,27.4,55.6
Karnataka,Belagavi,2025,6,89.4,29.1,71.1
Karnataka,Belagavi,2025,7,153.5,24.8,77.6
Karnataka,Belagavi,2025,8,132.2,30.7,67.0
Karnataka,Belagavi,2025,9,85.3,28.1,71.1
Karnataka,Belagavi,2025,10,69.9,26.8,51.1
Karnataka,Belagavi,2025,11,38.2,25.8,56.1
Karnataka,Belagavi,2025,12,20.4,21.0,62.0
Karnataka,Dharwad,2020,1,38.1,27.8,42.7
Karnataka,Dharwad,2020,2,42.7,24.4,56.2
Karnataka,Dharwad,2020,3,17.2,29.4,53.7
Karnataka,Dharwad,2020,4,0.0,28.2,53.3
Karnataka,Dharwad,2020,5,22.1,20.0,60.5
Karnataka,Dharwad,2020,6,89.0,24.6,75.4
Karnataka,Dharwad,2020,7,122.3,24.2,58.8
Karnataka,Dharwad,2020,8,106.2,25.3,75.4
Karnataka,Dharwad,2020,9,84.5,28.0,63.7
Karnataka,Dharwad,2020,10,0.0,22.2,54.5
Karnataka,Dharwad,2020,11,22.7,25.8,54.3
Karnataka,Dharwad,2020,12,59.2,24.3,52.0
Karnataka,Dharwad,2021,1,20.8,20.0,57.2
Karnataka,Dharwad,2021,2,62.0,22.5,79.3
Karnataka,Dharwad,2021,3,54.5,31.0,69.5
Karnataka,Dharwad,2021,4,0.0,30.0,50.0
Karnataka,Dharwad,2021,5,29.1,27.6,64.0
Karnataka,Dharwad,2021,6,125.6,27.8,52.4
Karnataka,Dharwad,2021,7,77.8,26.8,70.2
Karnataka,Dharwad,2021,8,47.4,20.5,56.6
Karnataka,Dharwad,2021,9,63.0,22.6,73.4
Karnataka,Dharwad,2021,10,67.1,23.1,67.6
Karnataka,Dharwad,2021,11,22.4,24.6,55.3
Karnataka,Dharwad,2021,12,51.5,23.3,55.8
Karnataka,Dharwad,2022,1,84.2,27.7,59.2
Karnataka,Dharwad,2022,2,29.7,27.5,61.0
Karnataka,Dharwad,2022,3,41.2,27.6,68.8
Karnataka,Dharwad,2022,4,32.7,26.7,62.0
Karnataka,Dharwad,2022,5,28.4,28.9,56.6
Karnataka,Dharwad,2022,6,117.4,25.6,56.4
Karnataka,Dharwad,2022,7,150.2,25.6,74.2
Karnataka,Dharwad,2022,8,38.4,27.7,50.8
Karnataka,Dharwad,2022,9,71.8,24.8,60.2
Karnataka,Dharwad,2022,10,24.9,24.7,63.5
Karnataka,Dharwad,2022,11,78.0,28.7,49.9
Karnataka,Dharwad,2022,12,0.0,19.3,45.5
Karnataka,Dharwad,2023,1,2.3,26.0,50.8
Karnataka,Dharwad,2023,2,7.8,25.5,41.3
Karnataka,Dharwad,2023,3,0.0,26.7,53.4
Karnataka,Dharwad,2023,4,27.7,31.8,62.3
Karnataka,Dharwad,2023,5,0.0,27.3,52.4
Karnataka,Dharwad,2023,6,82.0,28.7,53.1
Karnataka,Dharwad,2023,7,130.8,29.2,65.8
Karnataka,Dharwad,2023,8,89.9,25.4,76.2
Karnataka,Dharwad,2023,9,88.6,27.3,71.9
Karnataka,Dharwad,2023,10,107.7,24.2,52.2
Karnataka,Dharwad,2023,11,0.0,25.0,63.2
Karnataka,Dharwad,2023,12,2.2,24.4,60.5
Karnataka,Dharwad,2024,1,0.0,23.5,45.7
Karnataka,Dharwad,2024,2,66.2,28.9,55.4
Karnataka,Dharwad,2024,3,20.0,31.5,58.2
Karnataka,Dharwad,2024,4,7.9,24.1,64.2
Karnataka,Dharwad,2024,5,37.6,24.3,64.5
Karnataka,Dharwad,2024,6,44.0,27.4,52.9
Karnataka,Dharwad,2024,7,156.6,24.3,65.9
Karnataka,Dharwad,2024,8,52.3,23.4,61.5
Karnataka,Dharwad,2024,9,73.2,25.0,48.5
Karnataka,Dharwad,2024,10,0.0,24.7,56.0
Karnataka,Dharwad,2024,11,16.8,24.9,51.7
Karnataka,Dharwad,2024,12,24.4,26.1,58.4
Karnataka,Dharwad,2025,1,0.9,27.3,56.3
Karnataka,Dharwad,2025,2,68.1,28.6,56.5
Karnataka,Dharwad,2025,3,0.0,30.0,41.7
Karnataka,Dharwad,2025,4,74.7,27.1,72.6
Karnataka,Dharwad,2025,5,20.9,24.5,63.4
Karnataka,Dharwad,2025,6,196.3,26.7,65.4
Karnataka,Dharwad,2025,7,7.3,28.4,62.3
Karnataka,Dharwad,2025,8,39.3,19.8,39.4
Karnataka,Dharwad,2025,9,122.6,26.9,60.6
Karnataka,Dharwad,2025,10,42.5,25.4,52.1
Karnataka,Dharwad,2025,11,59.0,22.0,77.2
Karnataka,Dharwad,2025,12,0.0,29.5,47.0
Maharashtra,Nashik,2020,1,12.7,25.1,55.4
Maharashtra,Nashik,2020,2,42.2,21.8,54.7
Maharashtra,Nashik,2020,3,29.8,26.7,58.2
Maharashtra,Nashik,2020,4,0.0,27.2,49.0
Maharashtra,Nashik,2020,5,13.7,31.6,66.7
Maharashtra,Nashik,2020,6,144.5,26.8,75.3
Maharashtra,Nashik,2020,7,103.9,25.1,67.4
Maharashtra,Nashik,2020,8,161.5,28.4,74.0
Maharashtra,Nashik,2020,9,94.0,25.1,72.2
Maharashtra,Nashik,2020,10,6.7,27.3,47.6
Maharashtra,Nashik,2020,11,38.7,19.3,50.6
Maharashtra,Nashik,2020,12,97.7,27.6,80.3
Maharashtra,Nashik,2021,1,1.6,25.3,65.3
Maharashtra,Nashik,2021,2,47.2,26.3,68.0
Maharashtra,Nashik,2021,3,0.0,27.5,41.0
Maharashtra,Nashik,2021,4,0.0,30.7,47.7
Maharashtra,Nashik,2021,5,50.7,32.1,66.6
Maharashtra,Nashik,2021,6,118.2,29.9,58.2
Maharashtra,Nashik,2021,7,78.4,22.5,63.7
Maharashtra,Nashik,2021,8,125.1,23.5,67.7
Maharashtra,Nashik,2021,9,63.5,28.1,63.6
Maharashtra,Nashik,2021,10,78.3,25.2,56.7
Maharashtra,Nashik,2021,11,19.0,22.3,59.7
Maharashtra,Nashik,2021,12,15.9,25.4,52.0
Maharashtra,Nashik,2022,1,5.6,22.6,61.7
Maharashtra,Nashik,2022,2,18.9,24.2,53.4
Maharashtra,Nashik,2022,3,1.2,27.2,56.6
Maharashtra,Nashik,2022,4,0.0,25.8,66.0
Maharashtra,Nashik,2022,5,12.3,26.6,44.2
Maharashtra,Nashik,2022,6,129.8,25.4,67.9
Maharashtra,Nashik,2022,7,40.2,27.0,64.4
Maharashtra,Nashik,2022,8,117.0,21.2,74.7
Maharashtra,Nashik,2022,9,71.0,22.1,64.9
Maharashtra,Nashik,2022,10,10.9,23.7,65.2
Maharashtra,Nashik,2022,11,95.4,21.6,62.5
Maharashtra,Nashik,2022,12,30.0,24.0,58.2
Maharashtra,Nashik,2023,1,57.1,26.9,72.9
Maharashtra,Nashik,2023,2,83.1,21.0,79.8
Maharashtra,Nashik,2023,3,10.5,30.0,46.8
Maharashtra,Nashik,2023,4,0.0,29.7,39.6
Maharashtra,Nashik,2023,5,59.6,31.1,69.4
Maharashtra,Nashik,2023,6,105.0,25.9,73.4
Maharashtra,Nashik,2023,7,112.2,22.7,64.9
Maharashtra,Nashik,2023,8,94.4,24.0,57.1
Maharashtra,Nashik,2023,9,124.5,24.4,68.1
Maharashtra,Nashik,2023,10,4.8,26.2,56.6
Maharashtra,Nashik,2023,11,67.4,26.2,66.4
Maharashtra,Nashik,2023,12,0.0,27.2,52.7
Maharashtra,Nashik,2024,1,19.0,24.6,51.8
Maharashtra,Nashik,2024,2,19.6,29.8,46.6
Maharashtra,Nashik,2024,3,0.0,31.5,52.0
Maharashtra,Nashik,2024,4,9.2,30.6,43.6
Maharashtra,Nashik,2024,5,53.8,28.1,71.7
Maharashtra,Nashik,2024,6,115.6,26.4,76.4
Maharashtra,Nashik,2024,7,80.7,26.0,77.9
Maharashtra,Nashik,2024,8,148.3,24.3,71.7
Maharashtra,Nashik,2024,9,87.4,31.3,74.2
Maharashtra,Nashik,2024,10,27.9,25.8,58.3
Maharashtra,Nashik,2024,11,40.3,24.4,51.8
Maharashtra,Nashik,2024,12,19.7,22.2,60.7
Maharashtra,Nashik,2025,1,0.0,22.4,54.9
Maharashtra,Nashik,2025,2,20.4,25.6,50.5
Maharashtra,Nashik,2025,3,11.3,29.7,60.0
Maharashtra,Nashik,2025,4,45.6,28.1,56.4
Maharashtra,Nashik,2025,5,33.1,26.4,66.8
Maharashtra,Nashik,2025,6,146.6,30.0,64.6
Maharashtra,Nashik,2025,7,118.9,27.4,58.2
Maharashtra,Nashik,2025,8,159.3,20.7,73.6
Maharashtra,Nashik,2025,9,150.9,24.7,66.8
Maharashtra,Nashik,2025,10,48.4,29.6,52.8
Maharashtra,Nashik,2025,11,0.0,23.9,42.6
Maharashtra,Nashik,2025,12,56.4,23.7,66.3
Maharashtra,Pune,2020,1,56.8,24.1,74.1
Maharashtra,Pune,2020,2,0.0,27.4,57.7
Maharashtra,Pune,2020,3,21.9,28.3,44.7
Maharashtra,Pune,2020,4,28.8,27.6,44.9
Maharashtra,Pune,2020,5,1.5,27.7,50.1
Maharashtra,Pune,2020,6,15.6,30.7,53.9
Maharashtra,Pune,2020,7,20.4,30.3,64.9
Maharashtra,Pune,2020,8,87.8,22.9,71.2
Maharashtra,Pune,2020,9,107.1,26.4,61.3
Maharashtra,Pune,2020,10,63.4,23.8,73.4
Maharashtra,Pune,2020,11,0.0,31.6,60.6
Maharashtra,Pune,2020,12,125.9,27.1,63.5
Maharashtra,Pune,2021,1,54.0,27.3,71.0
Maharashtra,Pune,2021,2,47.1,26.9,47.1
Maharashtra,Pune,2021,3,0.0,26.0,56.0
Maharashtra,Pune,2021,4,17.2,25.6,61.2
Maharashtra,Pune,2021,5,34.9,28.4,52.9
Maharashtra,Pune,2021,6,86.8,25.9,75.5
Maharashtra,Pune,2021,7,75.4,25.5,81.3
Maharashtra,Pune,2021,8,88.4,27.4,72.5
Maharashtra,Pune,2021,9,110.9,26.1,67.2
Maharashtra,Pune,2021,10,26.2,23.6,55.3
Maharashtra,Pune,2021,11,4.5,27.5,41.4
Maharashtra,Pune,2021,12,41.8,25.8,57.0
Maharashtra,Pune,2022,1,60.9,24.3,70.0
Maharashtra,Pune,2022,2,0.0,24.0,61.8
Maharashtra,Pune,2022,3,0.0,28.4,49.6
Maharashtra,Pune,2022,4,21.1,26.5,45.0
Maharashtra,Pune,2022,5,38.5,27.9,59.9
Maharashtra,Pune,2022,6,127.8,31.1,69.1
Maharashtra,Pune,2022,7,144.4,22.6,75.3
Maharashtra,Pune,2022,8,116.1,25.6,71.6
Maharashtra,Pune,2022,9,66.4,22.0,81.7
Maharashtra,Pune,2022,10,19.1,24.5,46.2
Maharashtra,Pune,2022,11,0.0,24.8,52.3
Maharashtra,Pune,2022,12,25.1,25.2,74.9
Maharashtra,Pune,2023,1,13.1,28.9,68.1
Maharashtra,Pune,2023,2,51.4,24.4,57.1
Maharashtra,Pune,2023,3,41.7,30.5,69.0
Maharashtra,Pune,2023,4,0.0,27.4,47.4
Maharashtra,Pune,2023,5,2.8,29.7,49.6
Maharashtra,Pune,2023,6,71.2,30.0,71.6
Maharashtra,Pune,2023,7,112.3,23.4,78.3
Maharashtra,Pune,2023,8,100.5,31.0,69.3
Maharashtra,Pune,2023,9,18.3,19.1,60.0
Maharashtra,Pune,2023,10,70.5,23.0,84.8
Maharashtra,Pune,2023,11,83.2,25.5,72.3
Maharashtra,Pune,2023,12,56.3,29.7,73.5
Maharashtra,Pune,2024,1,31.6,26.7,59.3
Maharashtra,Pune,2024,2,57.4,21.1,70.5
Maharashtra,Pune,2024,3,41.1,27.8,61.3
Maharashtra,Pune,2024,4,92.2,28.3,73.5
Maharashtra,Pune,2024,5,81.2,28.4,60.9
Maharashtra,Pune,2024,6,121.6,22.5,49.6
Maharashtra,Pune,2024,7,111.7,19.1,57.5
Maharashtra,Pune,2024,8,86.7,23.2,66.8
Maharashtra,Pune,2024,9,139.0,25.6,61.3
Maharashtra,Pune,2024,10,72.4,21.4,69.8
Maharashtra,Pune,2024,11,0.0,25.6,52.5
Maharashtra,Pune,2024,12,62.9,26.8,63.3
Maharashtra,Pune,2025,1,0.0,24.2,70.0
Maharashtra,Pune,2025,2,81.7,22.6,74.4
Maharashtra,Pune,2025,3,0.0,26.9,47.6
Maharashtra,Pune,2025,4,62.4,24.8,71.4
Maharashtra,Pune,2025,5,25.0,27.6,68.4
Maharashtra,Pune,2025,6,161.6,27.6,65.2
Maharashtra,Pune,2025,7,47.3,25.0,70.6
Maharashtra,Pune,2025,8,95.5,26.8,56.8
Maharashtra,Pune,2025,9,84.8,26.2,68.8
Maharashtra,Pune,2025,10,53.9,23.5,54.0
Maharashtra,Pune,2025,11,64.3,22.7,72.1
Maharashtra,Pune,2025,12,40.8,20.8,63.4
Maharashtra,Nagpur,2020,1,5.2,25.1,52.1
Maharashtra,Nagpur,2020,2,81.8,28.4,53.5
