State,District,Crop,Year,Area_Hectares,Production_Tonnes,Yield_Tonnes_Per_Hectare,Annual_Rainfall_mm,Avg_Temperature_C,Avg_Humidity_Percent,Avg_Min_Price,Avg_Max_Price,Avg_Modal_Price
Telangana,Karimnagar,Rice,2023,5666,23729.26,4.188,776.3000000000001,25.25,60.11666666666667,2169.7999999999997,2547.155,2358.4783333333335
Telangana,Karimnagar,Rice,2024,28161,116982.88,4.154,603.2,27.608333333333334,63.68333333333334,2211.931666666667,2596.6175,2404.275
Telangana,Karimnagar,Rice,2025,26969,106421.66,3.946,762.9,25.95,66.23333333333333,2265.445,2659.4341666666664,2462.44
Telangana,Karimnagar,Maize,2020,18716,86674.15,4.631,771.8,27.7,61.708333333333336,1696.6108333333334,1991.6725,1844.1408333333331
Telangana,Karimnagar,Maize,2021,21907,74988.09,3.423,589.0,26.55,59.074999999999996,1776.2575,2085.1749999999997,1930.7175
Telangana,Karimnagar,Maize,2022,19124,69689.08,3.644,737.7,25.041666666666668,65.09166666666667,1809.3958333333333,2124.0733333333333,1966.7366666666667
Telangana,Karimnagar,Maize,2023,27574,103555.08,3.756,776.3000000000001,25.25,60.11666666666667,1878.7266666666667,2205.4616666666666,2042.0925
Telangana,Karimnagar,Maize,2024,27877,97068.75,3.482,603.2,27.608333333333334,63.68333333333334,1963.0675,2304.4708333333333,2133.7691666666665
Telangana,Karimnagar,Maize,2025,9432,35502.98,3.764,762.9,25.95,66.23333333333333,1997.2566666666664,2344.6066666666666,2170.9308333333333
Telangana,Karimnagar,Cotton,2020,19178,36088.69,1.882,771.8,27.7,61.708333333333336,6077.1825,7134.083333333333,6605.6325
Telangana,Karimnagar,Cotton,2021,22022,46449.07,2.109,589.0,26.55,59.074999999999996,6440.839166666666,7560.985833333333,7000.912499999999
Telangana,Karimnagar,Cotton,2022,13150,31723.35,2.412,737.7,25.041666666666668,65.09166666666667,6600.006666666667,7747.8358333333335,7173.921666666666
Telangana,Karimnagar,Cotton,2023,11809,26670.99,2.259,776.3000000000001,25.25,60.11666666666667,6860.260833333334,8053.348333333334,7456.803333333333
Telangana,Karimnagar,Cotton,2024,24181,55019.43,2.275,603.2,27.608333333333334,63.68333333333334,6908.8775,8110.421666666666,7509.650000000001
Telangana,Karimnagar,Cotton,2025,6906,12157.28,1.76,762.9,25.95,66.23333333333333,6934.446666666667,8140.435833333333,7537.440833333334
Telangana,Karimnagar,Groundnut,2020,17772,37563.43,2.114,771.8,27.7,61.708333333333336,5164.7908333333335,6063.015833333334,5613.905
Telangana,Karimnagar,Groundnut,2021,22680,46246.62,2.039,589.0,26.55,59.074999999999996,5289.6825,6209.628333333333,5749.654166666667
Telangana,Karimnagar,Groundnut,2022,20147,40361.05,2.003,737.7,25.041666666666668,65.09166666666667,5490.309166666666,6445.144166666666,5967.7275
Telangana,Karimnagar,Groundnut,2023,11168,30278.18,2.711,776.3000000000001,25.25,60.11666666666667,5559.871666666667,6526.809166666667,6043.340833333333
Telangana,Karimnagar,Groundnut,2024,11371,33954.25,2.986,603.2,27.608333333333334,63.68333333333334,5669.25,6655.205000000001,6162.2275
Telangana,Karimnagar,Groundnut,2025,12943,40170.6,3.104,762.9,25.95,66.23333333333333,5698.919999999999,6690.034166666667,6194.4783333333335
Telangana,Karimnagar,Chilli,2020,20913,27850.12,1.332,771.8,27.7,61.708333333333336,9907.791666666666,11630.883333333333,10769.3375
Telangana,Karimnagar,Chilli,2021,26785,46893.09,1.751,589.0,26.55,59.074999999999996,9603.674166666666,11273.879166666668,10438.776666666667
Telangana,Karimnagar,Chilli,2022,15554,28552.76,1.836,737.7,25.041666666666668,65.09166666666667,10357.945833333333,12159.328333333333,11258.637499999999
Telangana,Karimnagar,Chilli,2023,22844,36256.37,1.587,776.3000000000001,25.25,60.11666666666667,10306.555833333334,12098.999166666666,11202.778333333334
Telangana,Karimnagar,Chilli,2024,28370,58196.04,2.051,603.2,27.608333333333334,63.68333333333334,10828.824166666667,12712.098333333333,11770.46
Telangana,Karimnagar,Chilli,2025,29579,60125.12,2.033,762.9,25.95,66.23333333333333,10917.7775,12816.521666666667,11867.148333333333
Telangana,Khammam,Rice,2020,10560,49482.21,4.686,667.0,26.516666666666666,63.916666666666664,2008.5008333333335,2357.804166666667,2183.1516666666666
Telangana,Khammam,Rice,2021,20385,84397.73,4.14,550.1,26.925,63.199999999999996,2096.7549999999997,2461.4083333333333,2279.0816666666665
Telangana,Khammam,Rice,2022,11469,46862.17,4.086,612.7,25.724999999999998,62.88333333333333,2097.52,2462.306666666667,2279.9125
Telangana,Khammam,Rice,2023,11283,45248.01,4.01,659.9,25.208333333333332,60.75833333333333,2196.383333333333,2578.3616666666667,2387.3725
Telangana,Khammam,Rice,2024,17607,70126.72,3.983,576.0,26.208333333333332,60.10833333333333,2252.0808333333334,2643.7450000000003,2447.9125
Telangana,Khammam,Rice,2025,11988,49397.66,4.121,645.1,26.566666666666666,56.84166666666667,2237.5,2626.6316666666667,2432.0641666666666
Telangana,Khammam,Maize,2020,17977,64773.85,3.603,667.0,26.516666666666666,63.916666666666664,1780.555833333333,2090.215833333333,1935.385
Telangana,Khammam,Maize,2021,14865,58059.53,3.906,550.1,26.925,63.199999999999996,1827.930833333333,2145.8316666666665,1986.8808333333334
Telangana,Khammam,Maize,2022,15568,65923.7,4.235,612.7,25.724999999999998,62.88333333333333,1839.1766666666665,2159.0316666666668,1999.1033333333335
Telangana,Khammam,Maize,2023,19231,78779.91,4.097,659.9,25.208333333333332,60.75833333333333,1854.7833333333335,2177.3541666666665,2016.069166666667
Telangana,Khammam,Maize,2024,14310,55037.84,3.846,576.0,26.208333333333332,60.10833333333333,1994.8608333333332,2341.7925,2168.3250000000003
Telangana,Khammam,Maize,2025,24019,92382.65,3.846,645.1,26.566666666666666,56.84166666666667,1953.2416666666668,2292.935,2123.0883333333336
Telangana,Khammam,Cotton,2020,8391,19526.65,2.327,667.0,26.516666666666666,63.916666666666664,6320.121666666666,7419.2733333333335,6869.697499999999
Telangana,Khammam,Cotton,2021,13007,30547.67,2.349,550.1,26.925,63.199999999999996,6278.715833333333,7370.665,6824.6875
Telangana,Khammam,Cotton,2022,28325,60976.28,2.153,612.7,25.724999999999998,62.88333333333333,6623.944166666667,7775.933333333333,7199.938333333333
Telangana,Khammam,Cotton,2023,24282,64576.0,2.659,659.9,25.208333333333332,60.75833333333333,6515.585,7648.73,7082.1575
Telangana,Khammam,Cotton,2024,25611,45792.86,1.788,576.0,26.208333333333332,60.10833333333333,6838.71,8028.05,7433.38
Telangana,Khammam,Cotton,2025,15535,34931.06,2.249,645.1,26.566666666666666,56.84166666666667,7102.294166666667,8337.475833333334,7719.884166666667
Telangana,Khammam,Groundnut,2020,11943,24485.67,2.05,667.0,26.516666666666666,63.916666666666664,5192.431666666666,6095.465,5643.948333333334
Telangana,Khammam,Groundnut,2021,26526,60607.84,2.285,550.1,26.925,63.199999999999996,5390.220833333334,6327.650000000001,5858.935833333333
Telangana,Khammam,Groundnut,2022,7192,18499.92,2.572,612.7,25.724999999999998,62.88333333333333,5533.46,6495.801666666666,6014.631666666667
Telangana,Khammam,Groundnut,2023,23381,56994.74,2.438,659.9,25.208333333333332,60.75833333333333,5556.668333333334,6523.044166666667,6039.855833333334
Telangana,Khammam,Groundnut,2024,22586,49179.52,2.177,576.0,26.208333333333332,60.10833333333333,5613.315,6589.544166666667,6101.431666666666
Telangana,Khammam,Groundnut,2025,20374,54231.81,2.662,645.1,26.566666666666666,56.84166666666667,5954.087500000001,6989.580000000001,6471.8341666666665
Telangana,Khammam,Chilli,2020,14446,31324.93,2.168,667.0,26.516666666666666,63.916666666666664,9617.464166666667,11290.065833333334,10453.764166666666
Telangana,Khammam,Chilli,2021,22334,36725.41,1.644,550.1,26.925,63.199999999999996,9872.8775,11589.901666666667,10731.39
Telangana,Khammam,Chilli,2022,9612,18826.36,1.959,612.7,25.724999999999998,62.88333333333333,10062.936666666666,11813.013333333334,10937.975
Telangana,Khammam,Chilli,2023,27412,41598.44,1.518,659.9,25.208333333333332,60.75833333333333,10376.411666666667,12181.005,11278.709166666667
Telangana,Khammam,Chilli,2024,8228,19759.07,2.401,576.0,26.208333333333332,60.10833333333333,10434.370833333332,12249.046666666667,11341.709166666667
Telangana,Khammam,Chilli,2025,23755,51746.19,2.178,645.1,26.566666666666666,56.84166666666667,10928.5675,12829.188333333334,11878.875833333334
Karnataka,Mysuru,Rice,2020,21478,104943.46,4.886,668.7,25.75,67.63333333333334,2048.59,2404.8650000000002,2226.726666666667
Karnataka,Mysuru,Rice,2021,5793,21900.47,3.781,697.2,26.183333333333334,63.59166666666667,2090.8375,2454.46,2272.6475
Karnataka,Mysuru,Rice,2022,17298,73792.05,4.266,663.6,26.366666666666664,57.650000000000006,2120.7491666666665,2489.5750000000003,2305.1616666666664
Karnataka,Mysuru,Rice,2023,16397,57292.79,3.494,636.3,25.71666666666667,59.75,2168.8849999999998,2546.0825,2357.483333333333
Karnataka,Mysuru,Rice,2024,15541,67756.16,4.36,625.0,26.974999999999998,59.59166666666667,2230.5025,2618.4175,2424.4575
Karnataka,Mysuru,Rice,2025,12783,58478.53,4.575,771.0,26.0,60.05833333333333,2266.725,2660.9391666666666,2463.8325
Karnataka,Mysuru,Maize,2020,29174,124901.06,4.281,668.7,25.75,67.63333333333334,1765.2524999999998,2072.2516666666666,1918.7508333333333
Karnataka,Mysuru,Maize,2021,12147,50981.83,4.197,697.2,26.183333333333334,63.59166666666667,1772.1208333333334,2080.3158333333336,1926.22
Karnataka,Mysuru,Maize,2022,25260,96169.89,3.807,663.6,26.366666666666664,57.650000000000006,1797.0133333333333,2109.5383333333334,1953.2758333333334
Karnataka,Mysuru,Maize,2023,13795,50571.79,3.666,636.3,25.71666666666667,59.75,1869.4633333333334,2194.5866666666666,2032.0233333333333
Karnataka,Mysuru,Maize,2024,25530,98310.1,3.851,625.0,26.974999999999998,59.59166666666667,1903.0366666666666,2234.0,2068.516666666667
Karnataka,Mysuru,Maize,2025,8797,31566.4,3.588,771.0,26.0,60.05833333333333,1936.1033333333332,2272.8158333333336,2104.4583333333335
Karnataka,Mysuru,Cotton,2020,19755,47043.56,2.381,668.7,25.75,67.63333333333334,6403.263333333333,7516.875,6960.070833333334
Karnataka,Mysuru,Cotton,2021,26415,58963.4,2.232,697.2,26.183333333333334,63.59166666666667,6513.95,7646.81,7080.378333333334
Karnataka,Mysuru,Cotton,2022,14524,30561.97,2.104,663.6,26.366666666666664,57.650000000000006,6669.581666666666,7829.5075,7249.544166666667
Karnataka,Mysuru,Cotton,2023,9212,18731.61,2.033,636.3,25.71666666666667,59.75,6807.974999999999,7991.971666666667,7399.9725
Karnataka,Mysuru,Cotton,2024,21920,25997.91,1.186,625.0,26.974999999999998,59.59166666666667,6922.159166666667,8126.011666666666,7524.085
Karnataka,Mysuru,Cotton,2025,27874,50854.14,1.824,771.0,26.0,60.05833333333333,6908.318333333334,8109.764166666667,7509.043333333334
Karnataka,Mysuru,Groundnut,2020,9971,24444.07,2.452,668.7,25.75,67.63333333333334,5184.614166666666,6086.286666666667,5635.450833333333
Karnataka,Mysuru,Groundnut,2021,17312,34777.42,2.009,697.2,26.183333333333334,63.59166666666667,5147.121666666667,6042.2716666666665,5594.695
Karnataka,Mysuru,Groundnut,2022,27359,64864.95,2.371,663.6,26.366666666666664,57.650000000000006,5453.76,6402.241666666666,5928.0025
Karnataka,Mysuru,Groundnut,2023,9757,20900.25,2.142,636.3,25.71666666666667,59.75,5530.373333333333,6492.177500000001,6011.274166666667
Karnataka,Mysuru,Groundnut,2024,22350,55923.66,2.502,625.0,26.974999999999998,59.59166666666667,5802.800833333334,6811.981666666667,6307.391666666666
Karnataka,Mysuru,Groundnut,2025,9243,20768.93,2.247,771.0,26.0,60.05833333333333,5746.036666666667,6745.3475,6245.690833333334
Karnataka,Mysuru,Chilli,2020,14916,22245.67,1.491,668.7,25.75,67.63333333333334,9732.015000000001,11424.541666666666,10578.279166666667
Karnataka,Mysuru,Chilli,2021,6759,12138.62,1.796,697.2,26.183333333333334,63.59166666666667,9904.208333333334,11626.6775,10765.4425
Karnataka,Mysuru,Chilli,2022,29442,58967.01,2.003,663.6,26.366666666666664,57.650000000000006,10168.471666666666,11936.903333333334,11052.689166666665
Karnataka,Mysuru,Chilli,2023,7717,14531.22,1.883,636.3,25.71666666666667,59.75,10320.9275,12115.873333333335,11218.4
Karnataka,Mysuru,Chilli,2024,23449,39756.46,1.695,625.0,26.974999999999998,59.59166666666667,10475.636666666667,12297.485,11386.560833333335
Karnataka,Mysuru,Chilli,2025,11645,13960.81,1.199,771.0,26.0,60.05833333333333,10955.214166666667,12860.469166666668,11907.843333333332
Karnataka,Belagavi,Rice,2020,10797,45451.69,4.21,495.9,26.133333333333336,55.44166666666666,2021.76,2373.3733333333334,2197.5666666666666
Karnataka,Belagavi,Rice,2021,24719,94142.17,3.808,680.0,25.816666666666666,56.69166666666666,2138.8433333333332,2510.8166666666666,2324.83
Karnataka,Belagavi,Rice,2022,15093,66852.28,4.429,630.7,25.45,60.300000000000004,2120.883333333333,2489.733333333333,2305.3075
Karnataka,Belagavi,Rice,2023,21438,87355.08,4.075,610.6,25.65833333333333,59.666666666666664,2187.195,2567.5783333333334,2377.3866666666668
Karnataka,Belagavi,Rice,2024,20708,79260.44,3.828,594.0,26.283333333333335,60.425000000000004,2222.585,2609.1216666666664,2415.8525
Karnataka,Belagavi,Rice,2025,27338,109865.17,4.019,638.5,26.575,61.675000000000004,2285.599166666667,2683.0941666666668,2484.3475
Karnataka,Belagavi,Maize,2020,21380,81530.4,3.813,495.9,26.133333333333336,55.44166666666666,1772.7783333333334,2081.0883333333336,1926.9341666666667
Karnataka,Belagavi,Maize,2021,8300,29936.04,3.607,680.0,25.816666666666666,56.69166666666666,1758.1358333333335,2063.8991666666666,1911.0158333333331
Karnataka,Belagavi,Maize,2022,8054,32832.33,4.077,630.7,25.45,60.300000000000004,1796.79,2109.275,1953.0325
Karnataka,Belagavi,Maize,2023,26591,106645.87,4.011,610.6,25.65833333333333,59.666666666666664,1913.42,2246.1891666666666,2079.8058333333333
Karnataka,Belagavi,Maize,2024,23922,83655.33,3.497,594.0,26.283333333333335,60.425000000000004,1911.1866666666665,2243.565,2077.3775
Karnataka,Belagavi,Maize,2025,5822,23331.1,4.007,638.5,26.575,61.675000000000004,1966.765,2308.8108333333334,2137.7875
Karnataka,Belagavi,Cotton,2020,13705,31779.31,2.319,495.9,26.133333333333336,55.44166666666666,6281.995833333333,7374.515833333334,6828.255
Karnataka,Belagavi,Cotton,2021,24978,41195.63,1.649,680.0,25.816666666666666,56.69166666666666,6301.283333333333,7397.159166666667,6849.221666666667
Karnataka,Belagavi,Cotton,2022,9566,20073.48,2.098,630.7,25.45,60.300000000000004,6645.359166666666,7801.074166666666,7223.216666666667
Karnataka,Belagavi,Cotton,2023,18192,31259.02,1.718,610.6,25.65833333333333,59.666666666666664,6830.558333333333,8018.482499999999,7424.520833333333
Karnataka,Belagavi,Cotton,2024,27003,50746.82,1.879,594.0,26.283333333333335,60.425000000000004,6940.778333333333,8147.868333333333,7544.321666666667
Karnataka,Belagavi,Cotton,2025,7106,15303.25,2.154,638.5,26.575,61.675000000000004,7036.456666666666,8260.19,7648.324166666666
Karnataka,Belagavi,Groundnut,2020,24152,48859.16,2.023,495.9,26.133333333333336,55.44166666666666,5057.3175,5936.8516666666665,5497.0858333333335
Karnataka,Belagavi,Groundnut,2021,17808,51105.36,2.87,680.0,25.816666666666666,56.69166666666666,5301.984166666666,6224.0675,5763.025000000001
Karnataka,Belagavi,Groundnut,2022,28752,68370.11,2.378,630.7,25.45,60.300000000000004,5445.4325,6392.466666666667,5918.949166666666
Karnataka,Belagavi,Groundnut,2023,23435,66608.83,2.842,610.6,25.65833333333333,59.666666666666664,5555.075,6521.175,6038.126666666667
Karnataka,Belagavi,Groundnut,2024,28365,65518.13,2.31,594.0,26.283333333333335,60.425000000000004,5679.781666666667,6667.568333333333,6173.675833333334
Karnataka,Belagavi,Groundnut,2025,12184,21270.69,1.746,638.5,26.575,61.675000000000004,5821.725833333334,6834.2,6327.963333333333
Karnataka,Belagavi,Chilli,2020,17875,37207.11,2.082,495.9,26.133333333333336,55.44166666666666,9988.06,11725.114166666666,10856.5875
Karnataka,Belagavi,Chilli,2021,19060,34061.13,1.787,680.0,25.816666666666666,56.69166666666666,9989.235833333334,11726.4925,10857.863333333333
Karnataka,Belagavi,Chilli,2022,16664,20369.8,1.222,630.7,25.45,60.300000000000004,10172.449999999999,11941.569166666666,11057.010833333334
Karnataka,Belagavi,Chilli,2023,24065,31114.46,1.293,610.6,25.65833333333333,59.666666666666664,10422.456666666667,12235.058333333334,11328.7575
Karnataka,Belagavi,Chilli,2024,10941,19703.84,1.801,594.0,26.283333333333335,60.425000000000004,10655.85,12509.041666666666,11582.444166666666
Karnataka,Belagavi,Chilli,2025,16555,34275.43,2.07,638.5,26.575,61.675000000000004,10982.67,12892.699999999999,11937.685833333335
Karnataka,Dharwad,Rice,2020,11819,51138.31,4.327,604.0,25.349999999999998,58.375,1984.005,2329.0499999999997,2156.5275
Karnataka,Dharwad,Rice,2021,22717,100301.14,4.415,621.1999999999999,24.983333333333334,62.60833333333333,2030.8133333333335,2383.9958333333334,2207.403333333333
Karnataka,Dharwad,Rice,2022,9853,38557.23,3.913,696.9,26.233333333333334,59.00833333333333,2130.165833333333,2500.6291666666666,2315.3975
Karnataka,Dharwad,Rice,2023,12715,51671.63,4.064,539.0,26.791666666666668,58.59166666666667,2170.7825,2548.3091666666664,2359.5466666666666
Karnataka,Dharwad,Rice,2024,20850,83196.4,3.99,499.0,25.675,56.90833333333333,2193.165,2574.585,2383.8775
Karnataka,Dharwad,Rice,2025,12617,58515.14,4.638,631.6,26.349999999999998,57.875,2271.0325,2665.9933333333333,2468.5141666666664
Karnataka,Dharwad,Maize,2020,14130,59960.25,4.243,604.0,25.349999999999998,58.375,1762.0191666666667,2068.455,1915.2375
Karnataka,Dharwad,Maize,2021,29354,117507.35,4.003,621.1999999999999,24.983333333333334,62.60833333333333,1786.6008333333332,2097.3141666666666,1941.9566666666667
Karnataka,Dharwad,Maize,2022,13363,48002.37,3.592,696.9,26.233333333333334,59.00833333333333,1826.5391666666667,2144.1991666666668,1985.368333333333
Karnataka,Dharwad,Maize,2023,21314,84078.34,3.945,539.0,26.791666666666668,58.59166666666667,1911.7741666666668,2244.255,2078.0141666666664
Karnataka,Dharwad,Maize,2024,29366,123876.48,4.218,499.0,25.675,56.90833333333333,1870.6883333333333,2196.025833333333,2033.3575
Karnataka,Dharwad,Maize,2025,16344,69390.58,4.246,631.6,26.349999999999998,57.875,1931.9241666666667,2267.9108333333334,2099.9175
Karnataka,Dharwad,Cotton,2020,10319,17283.67,1.675,604.0,25.349999999999998,58.375,6150.55,7220.211666666666,6685.379166666667
Karnataka,Dharwad,Cotton,2021,16918,35372.99,2.091,621.1999999999999,24.983333333333334,62.60833333333333,6342.8175,7445.9158333333335,6894.366666666668
Karnataka,Dharwad,Cotton,2022,18849,42373.49,2.248,696.9,26.233333333333334,59.00833333333333,6477.081666666666,7603.530833333333,7040.305833333333
Karnataka,Dharwad,Cotton,2023,17045,34145.16,2.003,539.0,26.791666666666668,58.59166666666667,6827.204999999999,8014.543333333334,7420.875
Karnataka,Dharwad,Cotton,2024,16122,36513.71,2.265,499.0,25.675,56.90833333333333,6850.474166666667,8041.860833333333,7446.1658333333335
Karnataka,Dharwad,Cotton,2025,26469,50945.7,1.925,631.6,26.349999999999998,57.875,6809.3875,7993.629166666667,7401.510833333334
Karnataka,Dharwad,Groundnut,2020,22850,53207.05,2.329,604.0,25.349999999999998,58.375,5146.14,6041.1225,5593.631666666667
Karnataka,Dharwad,Groundnut,2021,29364,67872.29,2.311,621.1999999999999,24.983333333333334,62.60833333333333,5245.130833333334,6157.328333333334,5701.23
Karnataka,Dharwad,Groundnut,2022,7983,14271.71,1.788,696.9,26.233333333333334,59.00833333333333,5326.904166666666,6253.321666666667,5790.114166666666
Karnataka,Dharwad,Groundnut,2023,13230,26133.73,1.975,539.0,26.791666666666668,58.59166666666667,5554.174166666667,6520.119166666667,6037.1475
Karnataka,Dharwad,Groundnut,2024,26852,74681.8,2.781,499.0,25.675,56.90833333333333,5776.689166666667,6781.329999999999,6279.009999999999
Karnataka,Dharwad,Groundnut,2025,20520,54578.99,2.66,631.6,26.349999999999998,57.875,5841.669166666667,6857.610833333333,6349.64
Karnataka,Dharwad,Chilli,2020,20229,21319.78,1.054,604.0,25.349999999999998,58.375,9931.352499999999,11658.545,10794.949166666667
Karnataka,Dharwad,Chilli,2021,5545,10599.99,1.912,621.1999999999999,24.983333333333334,62.60833333333333,9907.089166666667,11630.061666666666,10768.575833333334
Karnataka,Dharwad,Chilli,2022,8810,14605.18,1.658,696.9,26.233333333333334,59.00833333333333,10297.348333333333,12088.190833333334,11192.769166666667
Karnataka,Dharwad,Chilli,2023,5271,11074.24,2.101,539.0,26.791666666666668,58.59166666666667,10459.056666666665,12278.025,11368.540833333333
Karnataka,Dharwad,Chilli,2024,8430,17579.93,2.085,499.0,25.675,56.90833333333333,10516.6425,12345.6275,11431.135
Karnataka,Dharwad,Chilli,2025,25144,39142.99,1.557,631.6,26.349999999999998,57.875,10884.103333333334,12776.991666666667,11830.548333333332
Maharashtra,Nashik,Rice,2020,7033,27199.92,3.867,745.4,26.0,62.61666666666667,2042.5974999999999,2397.8341666666665,2220.215833333333
Maharashtra,Nashik,Rice,2021,12832,53919.78,4.202,597.9,26.566666666666666,59.18333333333334,2103.3733333333334,2469.1766666666667,2286.2766666666666
Maharashtra,Nashik,Rice,2022,19286,69958.73,3.627,532.3000000000001,24.28333333333333,61.64166666666667,2120.920833333333,2489.7766666666666,2305.3475
Maharashtra,Nashik,Rice,2023,28895,124527.83,4.31,718.6,26.275000000000002,62.30833333333334,2198.7058333333334,2581.0891666666666,2389.896666666667
Maharashtra,Nashik,Rice,2024,9805,42831.37,4.368,621.5,27.083333333333332,61.39166666666667,2192.4616666666666,2573.7625000000003,2383.1116666666667
Maharashtra,Nashik,Rice,2025,19561,93279.98,4.769,790.9,26.016666666666666,59.458333333333336,2328.9183333333335,2733.9483333333333,2531.4333333333334
Maharashtra,Nashik,Maize,2020,8564,31821.82,3.716,745.4,26.0,62.61666666666667,1752.3566666666666,2057.1150000000002,1904.7358333333334
Maharashtra,Nashik,Maize,2021,15745,63106.27,4.008,597.9,26.566666666666666,59.18333333333334,1783.4216666666669,2093.5808333333334,1938.5016666666668
Maharashtra,Nashik,Maize,2022,23180,87341.91,3.768,532.3000000000001,24.28333333333333,61.64166666666667,1829.3433333333332,2147.4908333333333,1988.4158333333335
Maharashtra,Nashik,Maize,2023,18832,65051.97,3.454,718.6,26.275000000000002,62.30833333333334,1861.5583333333334,2185.3058333333333,2023.4325
Maharashtra,Nashik,Maize,2024,28696,107723.88,3.754,621.5,27.083333333333332,61.39166666666667,1908.3666666666668,2240.255,2074.3108333333334
Maharashtra,Nashik,Maize,2025,26260,90583.17,3.449,790.9,26.016666666666666,59.458333333333336,1920.6008333333332,2254.6183333333333,2087.608333333333
Maharashtra,Nashik,Cotton,2020,9675,19577.93,2.024,745.4,26.0,62.61666666666667,6385.113333333334,7495.5675,6940.340833333333
Maharashtra,Nashik,Cotton,2021,23024,39413.63,1.712,597.9,26.566666666666666,59.18333333333334,6339.392500000001,7441.8983333333335,6890.645833333333
Maharashtra,Nashik,Cotton,2022,22602,55306.92,2.447,532.3000000000001,24.28333333333333,61.64166666666667,6467.9158333333335,7592.77,7030.3425
Maharashtra,Nashik,Cotton,2023,22338,39124.11,1.751,718.6,26.275000000000002,62.30833333333334,6614.857499999999,7765.268333333333,7190.064166666667
Maharashtra,Nashik,Cotton,2024,9133,18139.08,1.986,621.5,27.083333333333332,61.39166666666667,6887.530833333333,8085.363333333334,7486.445833333334
Maharashtra,Nashik,Cotton,2025,18913,41360.25,2.187,790.9,26.016666666666666,59.458333333333336,6951.0575,8159.935833333333,7555.498333333333
Maharashtra,Nashik,Groundnut,2020,14903,35521.02,2.383,745.4,26.0,62.61666666666667,5264.456666666666,6180.015833333334,5722.235833333333
Maharashtra,Nashik,Groundnut,2021,17880,45344.09,2.536,597.9,26.566666666666666,59.18333333333334,5251.4425,6164.736666666667,5708.089166666668
Maharashtra,Nashik,Groundnut,2022,6591,19644.31,2.98,532.3000000000001,24.28333333333333,61.64166666666667,5440.220833333334,6386.3475,5913.283333333333
Maharashtra,Nashik,Groundnut,2023,6312,15843.07,2.51,718.6,26.275000000000002,62.30833333333334,5648.118333333333,6630.399166666666,6139.259166666667
Maharashtra,Nashik,Groundnut,2024,24623,53977.66,2.192,621.5,27.083333333333332,61.39166666666667,5673.474166666667,6660.166666666667,6166.82
Maharashtra,Nashik,Groundnut,2025,23088,47347.16,2.051,790.9,26.016666666666666,59.458333333333336,5880.2225,6902.870833333333,6391.545833333334
Maharashtra,Nashik,Chilli,2020,18481,31179.55,1.687,745.4,26.0,62.61666666666667,9504.725,11157.720000000001,10331.223333333333
Maharashtra,Nashik,Chilli,2021,26179,47469.91,1.813,597.9,26.566666666666666,59.18333333333334,10082.458333333334,11835.929166666667,10959.194166666666
Maharashtra,Nashik,Chilli,2022,27890,50035.5,1.794,532.3000000000001,24.28333333333333,61.64166666666667,10043.690833333334,11790.42,10917.055833333334
Maharashtra,Nashik,Chilli,2023,23787,50076.4,2.105,718.6,26.275000000000002,62.30833333333334,10413.868333333334,12224.975833333332,11319.420833333332
Maharashtra,Nashik,Chilli,2024,5294,7508.05,1.418,621.5,27.083333333333332,61.39166666666667,10636.448333333334,12486.265,11561.355000000001
Maharashtra,Nashik,Chilli,2025,12009,29196.06,2.431,790.9,26.016666666666666,59.458333333333336,11180.878333333334,13125.376666666665,12153.1275
Maharashtra,Pune,Rice,2020,6007,24850.82,4.137,529.2,27.325,60.025000000000006,2020.5958333333335,2372.0016666666666,2196.2991666666667
Maharashtra,Pune,Rice,2021,26736,113799.48,4.256,587.2,26.333333333333332,61.53333333333333,2043.5083333333332,2398.8975,2221.2033333333334
Maharashtra,Pune,Rice,2022,5571,22852.42,4.102,619.4,25.575,63.11666666666667,2117.181666666667,2485.3866666666668,2301.2833333333333
Maharashtra,Pune,Rice,2023,21661,93720.75,4.327,621.3,26.883333333333336,66.75,2183.2008333333333,2562.8866666666668,2373.0416666666665
Maharashtra,Pune,Rice,2024,22649,103041.42,4.549,897.8,24.708333333333332,62.19166666666666,2204.585,2587.9925,2396.2875
Maharashtra,Pune,Rice,2025,14077,56118.1,3.987,717.3,24.891666666666666,65.22500000000001,2220.655,2606.8541666666665,2413.7533333333336
Maharashtra,Pune,Maize,2020,21378,89693.2,4.196,529.2,27.325,60.025000000000006,1696.9766666666667,1992.1008333333332,1844.54
Maharashtra,Pune,Maize,2021,26730,104434.48,3.907,587.2,26.333333333333332,61.53333333333333,1774.0183333333334,2082.5441666666666,1928.2808333333332
Maharashtra,Pune,Maize,2022,29604,118496.99,4.003,619.4,25.575,63.11666666666667,1829.3858333333335,2147.539166666667,1988.4624999999999
Maharashtra,Pune,Maize,2023,16801,58432.99,3.478,621.3,26.883333333333336,66.75,1867.2425,2191.9808333333335,2029.6116666666667
Maharashtra,Pune,Maize,2024,19288,77320.43,4.009,897.8,24.708333333333332,62.19166666666666,1914.7675,2247.7675,2081.2675
Maharashtra,Pune,Maize,2025,22482,96328.52,4.285,717.3,24.891666666666666,65.22500000000001,1945.1608333333334,2283.4475,2114.3058333333333
Maharashtra,Pune,Cotton,2020,27042,45965.57,1.7,529.2,27.325,60.025000000000006,6467.824166666666,7592.663333333333,7030.2425
