Year,Area_Hectares,Annual_Rainfall_mm,Avg_Temperature_C,Avg_Humidity_Percent,Avg_Modal_Price,Yield_Tonnes_Per_Hectare,Rainfall_per_Hectare,Price_Yield_Ratio,Years_From_2020,State_Karnataka,State_Maharashtra,State_Telangana,District_Dharwad,District_Guntur,District_Karimnagar,District_Khammam,District_Krishna,District_Kurnool,District_Mysuru,District_Nagpur,District_Nalgonda,District_Nashik,District_Prakasam,District_Pune,District_Warangal,Crop_Cotton,Crop_Groundnut,Crop_Maize,Crop_Rice
2025,5823,736.4,27.13333333333333,63.46666666666667,6158.53,2.327,0.12646402198179632,2646.553502363558,5,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
2020,7105,708.8000000000001,26.59166666666667,65.2,10567.669166666668,1.835,0.0997607318789585,5758.947774750228,0,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2021,26732,621.3,25.35,66.76666666666667,10609.569166666666,1.652,0.023241807571449946,6422.257364810331,1,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2022,16704,668.8,26.28333333333333,61.86666666666667,10861.263333333334,2.22,0.04003831417624521,4892.460960960961,2,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2023,10645,745.7,25.95833333333333,61.31666666666666,11322.2725,2.056,0.07005166744950682,5506.9418774319065,3,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2024,13662,653.8,25.5,63.925,11480.0075,1.904,0.04785536524666959,6029.415703781513,4,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2025,14337,736.4,27.13333333333333,63.46666666666667,11836.870833333334,1.439,0.051363604659273206,8225.761524206626,5,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2020,24129,659.7,25.9,64.21666666666667,2255.1216666666664,3.875,0.027340544572920553,581.96688172043,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
2021,9964,678.7,26.433333333333334,57.50833333333333,2245.7091666666665,4.717,0.06811521477318347,476.0884389795774,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
2022,18216,718.9,25.041666666666668,60.825,2300.5325,4.069,0.03946530522617479,565.3803145736052,2,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
2023,22308,653.2,24.941666666666663,61.74166666666667,2299.704166666667,4.345,0.02928097543482159,529.2759877253549,3,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
2024,9804,712.2,26.441666666666663,58.68333333333334,2438.6925,4.473,0.0726438188494492,545.2028839704897,4,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
2025,24255,564.4,26.55,57.475,2482.5275,4.479,0.023269428983714698,554.2593212770707,5,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
2020,10124,659.7,25.9,64.21666666666667,1904.2733333333333,3.719,0.0651619913077835,512.0390786053599,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
2021,7193,678.7,26.433333333333334,57.50833333333333,1909.506666666667,3.899,0.09435562352286947,489.7426690604429,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
2022,25309,718.9,25.041666666666668,60.825,2042.3275,4.144,0.0284049152475404,492.8396476833977,2,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
2023,25384,653.2,24.941666666666663,61.74166666666667,2049.418333333333,3.231,0.025732745036243305,634.2984628082121,3,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
2024,5384,712.2,26.441666666666663,58.68333333333334,2140.464166666666,4.326,0.13228083209509658,494.7906071813838,4,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
2025,14860,564.4,26.55,57.475,2173.6108333333336,3.812,0.037981157469717364,570.2022123119973,5,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
2020,28524,659.7,25.9,64.21666666666667,6838.2825,2.433,0.023127892301220025,2810.6381011097415,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False
2021,25562,678.7,26.433333333333334,57.50833333333333,7034.405833333333,1.656,0.026551130584461312,4247.829609500805,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False
2022,10997,718.9,25.041666666666668,60.825,7097.325,1.747,0.06537237428389561,4062.578706353749,2,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False
2023,29323,653.2,24.941666666666663,61.74166666666667,7272.378333333333,1.918,0.022276029055690073,3791.6466805700384,3,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False
2024,15015,712.2,26.441666666666663,58.68333333333334,7664.3825,1.993,0.047432567432567435,3845.6510286001,4,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False
2025,15357,564.4,26.55,57.475,7836.076666666667,2.251,0.03675196978576545,3481.1535613801275,5,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False
2020,15176,659.7,25.9,64.21666666666667,5562.428333333333,3.127,0.043469952556668426,1778.8386099562947,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
2021,29285,678.7,26.433333333333334,57.50833333333333,5764.599166666667,2.793,0.02317568721188322,2063.9452798663324,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
2022,24198,718.9,25.041666666666668,60.825,5867.580833333333,2.828,0.02970906686503017,2074.816419141914,2,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
2023,25914,653.2,24.941666666666663,61.74166666666667,6138.356666666667,2.633,0.025206452110828125,2331.3166223572603,3,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
2024,11881,712.2,26.441666666666663,58.68333333333334,6269.688333333333,2.108,0.05994444912044441,2974.235452245414,4,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
2025,11941,564.4,26.55,57.475,6310.204166666666,2.308,0.0472657231387656,2734.0572645869443,5,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
2020,15209,659.7,25.9,64.21666666666667,10404.753333333334,1.285,0.04337563284897101,8097.0843060959805,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2021,14550,678.7,26.433333333333334,57.50833333333333,10767.9375,1.683,0.046646048109965636,6398.061497326203,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2022,29114,718.9,25.041666666666668,60.825,11056.347499999998,2.097,0.024692587758466715,5272.459465903671,2,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2023,21521,653.2,24.941666666666663,61.74166666666667,11270.014166666668,1.997,0.030351749454021654,5643.47229177099,3,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2024,24963,712.2,26.441666666666663,58.68333333333334,11723.991666666669,1.888,0.028530224732604255,6209.741348870058,4,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2025,11269,564.4,26.55,57.475,11870.685,1.785,0.05008430206761913,6650.243697478992,5,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2020,23290,771.8,27.7,61.708333333333336,2168.685,4.404,0.03313868613138686,492.43528610354224,0,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2021,20183,589.0,26.55,59.075,2258.208333333333,4.168,0.029182975771689046,541.7966250799743,1,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2022,14911,737.7,25.041666666666668,65.09166666666667,2267.84,4.281,0.04947354302193012,529.7453865919178,2,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2023,5666,776.3000000000001,25.25,60.11666666666667,2358.478333333333,4.188,0.1370102364984116,563.151464501751,3,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2024,28161,603.2,27.60833333333333,63.68333333333334,2404.275,4.154,0.02141969390291538,578.7855079441503,4,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2025,26969,762.9,25.95,66.23333333333333,2462.44,3.946,0.028288034409878007,624.0344652812975,5,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2020,18716,771.8,27.7,61.708333333333336,1844.1408333333327,4.631,0.04123744389826886,398.2165479018209,0,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2021,21907,589.0,26.55,59.075,1930.7175,3.423,0.026886383347788378,564.0425065731814,1,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2022,19124,737.7,25.041666666666668,65.09166666666667,1966.736666666667,3.644,0.03857456599037858,539.7191730698867,2,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2023,27574,776.3000000000001,25.25,60.11666666666667,2042.0925,3.756,0.028153332849786033,543.6880990415335,3,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2024,27877,603.2,27.60833333333333,63.68333333333334,2133.7691666666665,3.482,0.021637909387667253,612.7998755504499,4,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2025,9432,762.9,25.95,66.23333333333333,2170.9308333333333,3.764,0.08088422391857505,576.7616454126816,5,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2020,19178,771.8,27.7,61.708333333333336,6605.6325,1.882,0.040244029617269785,3509.9003719447396,0,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2021,22022,589.0,26.55,59.075,7000.912499999999,2.109,0.026745981291435836,3319.5412517780937,1,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2022,13150,737.7,25.041666666666668,65.09166666666667,7173.921666666666,2.412,0.056098859315589354,2974.262714206744,2,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2023,11809,776.3000000000001,25.25,60.11666666666667,7456.803333333333,2.259,0.06573799644339064,3300.931090453003,3,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2024,24181,603.2,27.60833333333333,63.68333333333334,7509.650000000001,2.275,0.024945204912948184,3300.9450549450553,4,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2025,6906,762.9,25.95,66.23333333333333,7537.440833333334,1.76,0.11046915725456125,4282.636837121213,5,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2020,17772,771.8,27.7,61.708333333333336,5613.905,2.114,0.04342786405581814,2655.5842005676445,0,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2021,22680,589.0,26.55,59.075,5749.654166666667,2.039,0.025970017636684304,2819.840199444172,1,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2022,20147,737.7,25.041666666666668,65.09166666666667,5967.7275,2.003,0.036615873331017026,2979.3946580129805,2,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2023,11168,776.3000000000001,25.25,60.11666666666667,6043.340833333333,2.711,0.06951110315186247,2229.1924873970243,3,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2024,11371,603.2,27.60833333333333,63.68333333333334,6162.2275,2.986,0.053047225397942134,2063.706463496316,4,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2025,12943,762.9,25.95,66.23333333333333,6194.4783333333335,3.104,0.05894305802364212,1995.6437929553265,5,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2020,20913,771.8,27.7,61.708333333333336,10769.3375,1.332,0.03690527423133936,8085.088213213213,0,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2021,26785,589.0,26.55,59.075,10438.776666666668,1.751,0.021989919731192832,5961.608604606893,1,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022,15554,737.7,25.041666666666668,65.09166666666667,11258.6375,1.836,0.04742831425999743,6132.155501089324,2,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2023,22844,776.3000000000001,25.25,60.11666666666667,11202.778333333334,1.587,0.03398266503239363,7059.091577399707,3,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2024,28370,603.2,27.60833333333333,63.68333333333334,11770.46,2.051,0.0212618963694043,5738.888347147732,4,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2025,29579,762.9,25.95,66.23333333333333,11867.148333333333,2.033,0.02579194698941817,5837.259386784719,5,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2020,10560,667.0,26.516666666666666,63.91666666666666,2183.151666666666,4.686,0.06316287878787878,465.8881064162753,0,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
2021,20385,550.1,26.925,63.2,2279.0816666666665,4.14,0.02698552857493255,550.5028180354267,1,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
2022,11469,612.7,25.725,62.88333333333333,2279.9125,4.086,0.05342226872438748,557.9815222711698,2,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
2023,11283,659.9,25.20833333333333,60.75833333333333,2387.3725,4.01,0.058486218204378264,595.3547381546135,3,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
2024,17607,576.0,26.20833333333333,60.10833333333333,2447.9125,3.983,0.032714261373317434,614.5901330655284,4,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
2025,11988,645.1,26.566666666666663,56.84166666666667,2432.0641666666666,4.121,0.05381214547881215,590.1635929790503,5,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
2020,17977,667.0,26.516666666666666,63.91666666666666,1935.385,3.603,0.03710296489959392,537.1593116847072,0,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
2021,14865,550.1,26.925,63.2,1986.8808333333332,3.906,0.03700639085099226,508.6740484724355,1,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
2022,15568,612.7,25.725,62.88333333333333,1999.1033333333332,4.235,0.039356372045220966,472.04329004328997,2,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
2023,19231,659.9,25.20833333333333,60.75833333333333,2016.069166666667,4.097,0.03431438822734127,492.0842486372142,3,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
2024,14310,576.0,26.20833333333333,60.10833333333333,2168.3250000000003,3.846,0.04025157232704402,563.7870514820594,4,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
2025,24019,645.1,26.566666666666663,56.84166666666667,2123.0883333333336,3.846,0.026857904159207295,552.0250476685735,5,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
2020,8391,667.0,26.516666666666666,63.91666666666666,6869.697499999999,2.327,0.07948992968656894,2952.1691018478728,0,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
2021,13007,550.1,26.925,63.2,6824.6875,2.349,0.042292611670638885,2905.3586632609617,1,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
2022,28325,612.7,25.725,62.88333333333333,7199.938333333333,2.153,0.02163106796116505,3344.14228208701,2,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
2023,24282,659.9,25.20833333333333,60.75833333333333,7082.1575,2.659,0.02717650934848859,2663.4665287702146,3,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
2024,25611,576.0,26.20833333333333,60.10833333333333,7433.38,1.788,0.022490336183671078,4157.371364653244,4,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
2025,15535,645.1,26.566666666666663,56.84166666666667,7719.884166666667,2.249,0.04152558738332797,3432.5852230621017,5,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
2020,11943,667.0,26.516666666666666,63.91666666666666,5643.948333333334,2.05,0.055848614251025705,2753.145528455285,0,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
2021,26526,550.1,26.925,63.2,5858.935833333333,2.285,0.020738143708060017,2564.085703865791,1,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
2022,7192,612.7,25.725,62.88333333333333,6014.631666666667,2.572,0.08519187986651836,2338.503758424054,2,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
2023,23381,659.9,25.20833333333333,60.75833333333333,6039.855833333334,2.438,0.028223771438347374,2477.381391851244,3,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
2024,22586,576.0,26.20833333333333,60.10833333333333,6101.431666666666,2.177,0.025502523687239882,2802.678762823457,4,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
2025,20374,645.1,26.566666666666663,56.84166666666667,6471.8341666666665,2.662,0.03166290370079513,2431.1923991985977,5,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
2020,14446,667.0,26.516666666666666,63.91666666666666,10453.764166666666,2.168,0.04617195071300014,4821.846940344402,0,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
2021,22334,550.1,26.925,63.2,10731.39,1.644,0.024630608041551,6527.609489051095,1,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
2022,9612,612.7,25.725,62.88333333333333,10937.975,1.959,0.06374323761964212,5583.448187850944,2,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
2023,27412,659.9,25.20833333333333,60.75833333333333,11278.709166666667,1.518,0.024073398511600758,7429.97968818621,3,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
2024,8228,576.0,26.20833333333333,60.10833333333333,11341.709166666667,2.401,0.07000486144871172,4723.743926141886,4,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
2025,23755,645.1,26.566666666666663,56.84166666666667,11878.875833333334,2.178,0.027156388128814987,5454.029308233854,5,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
2020,21478,668.7,25.75,67.63333333333334,2226.726666666667,4.886,0.03113418381599777,455.73611679628874,0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
2021,5793,697.2,26.183333333333334,63.59166666666667,2272.6475,3.781,0.12035214914552046,601.0704839989421,1,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
2022,17298,663.6,26.366666666666664,57.650000000000006,2305.1616666666664,4.266,0.03836281651057926,540.356696358806,2,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
2023,16397,636.3,25.71666666666667,59.75,2357.483333333333,3.494,0.03880587912423004,674.723335241366,3,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
2024,15541,625.0,26.975,59.59166666666667,2424.4575,4.36,0.04021620230358407,556.068233944954,4,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
2025,12783,771.0,26.0,60.05833333333333,2463.8325,4.575,0.06031448016897442,538.5426229508197,5,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
2020,29174,668.7,25.75,67.63333333333334,1918.7508333333333,4.281,0.022921094124905738,448.20154948220824,0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
2021,12147,697.2,26.183333333333334,63.59166666666667,1926.22,4.197,0.05739688812052359,458.95163211817965,1,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
2022,25260,663.6,26.366666666666664,57.650000000000006,1953.2758333333331,3.807,0.026270783847980997,513.074818317135,2,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
2023,13795,636.3,25.71666666666667,59.75,2032.0233333333333,3.666,0.046125407756433486,554.2889616293871,3,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
2024,25530,625.0,26.975,59.59166666666667,2068.516666666667,3.851,0.02448100274187231,537.1375400328919,4,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
2025,8797,771.0,26.0,60.05833333333333,2104.458333333333,3.588,0.08764351483460271,586.5268487551095,5,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
2020,19755,668.7,25.75,67.63333333333334,6960.070833333334,2.381,0.0338496583143508,2923.1712865742693,0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
2021,26415,697.2,26.183333333333334,63.59166666666667,7080.378333333334,2.232,0.026394094264622376,3172.212514934289,1,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
2022,14524,663.6,26.366666666666664,57.650000000000006,7249.544166666667,2.104,0.04568989259157257,3445.6008396704688,2,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
2023,9212,636.3,25.71666666666667,59.75,7399.9725,2.033,0.06907294832826748,3639.927447122479,3,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
2024,21920,625.0,26.975,59.59166666666667,7524.085,1.186,0.028512773722627737,6344.085160202361,4,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
2025,27874,771.0,26.0,60.05833333333333,7509.043333333334,1.824,0.027660185118748654,4116.800073099415,5,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
2020,9971,668.7,25.75,67.63333333333334,5635.450833333333,2.452,0.06706448701233578,2298.3078439369224,0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
2021,17312,697.2,26.183333333333334,63.59166666666667,5594.695,2.009,0.040272643253234756,2784.815828770533,1,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
2022,27359,663.6,26.366666666666664,57.650000000000006,5928.0025,2.371,0.024255272488029535,2500.2119358920286,2,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
2023,9757,636.3,25.71666666666667,59.75,6011.274166666667,2.142,0.06521471763861843,2806.3838313103024,3,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
2024,22350,625.0,26.975,59.59166666666667,6307.391666666666,2.502,0.02796420581655481,2520.939914734879,4,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
2025,9243,771.0,26.0,60.05833333333333,6245.690833333334,2.247,0.0834144758195391,2779.5686841714883,5,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
2020,14916,668.7,25.75,67.63333333333334,10578.279166666667,1.491,0.04483105390185037,7094.75463894478,0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2021,6759,697.2,26.183333333333334,63.59166666666667,10765.4425,1.796,0.10315135375055483,5994.121659242761,1,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2022,29442,663.6,26.366666666666664,57.650000000000006,11052.689166666663,2.003,0.02253922967189729,5518.067482110167,2,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2023,7717,636.3,25.71666666666667,59.75,11218.4,1.883,0.08245432162757547,5957.727031332979,3,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2024,23449,625.0,26.975,59.59166666666667,11386.560833333337,1.695,0.02665358863917438,6717.735004916422,4,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2025,11645,771.0,26.0,60.05833333333333,11907.843333333332,1.199,0.06620867325032202,9931.479010286348,5,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2020,10797,495.9,26.133333333333336,55.44166666666666,2197.5666666666666,4.21,0.04592942484023339,521.987331749802,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2021,24719,680.0,25.816666666666663,56.69166666666666,2324.83,3.808,0.027509203446741372,610.5120798319327,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2022,15093,630.7,25.45,60.3,2305.3075,4.429,0.04178758364804877,520.5029351998193,2,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2023,21438,610.6,25.65833333333333,59.66666666666666,2377.3866666666668,4.075,0.02848213452747458,583.4077709611452,3,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2024,20708,594.0,26.28333333333333,60.425,2415.8525,3.828,0.02868456635116863,631.1004440961337,4,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2025,27338,638.5,26.575,61.675,2484.3475,4.019,0.023355768527324603,618.1506593680019,5,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2020,21380,495.9,26.133333333333336,55.44166666666666,1926.934166666667,3.813,0.023194574368568754,505.35907859078594,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2021,8300,680.0,25.816666666666663,56.69166666666666,1911.0158333333327,3.607,0.0819277108433735,529.8075501339985,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2022,8054,630.7,25.45,60.3,1953.0325,4.077,0.07830891482493171,479.0366691194506,2,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2023,26591,610.6,25.65833333333333,59.66666666666666,2079.8058333333333,4.011,0.022962656537926368,518.52551317211,3,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2024,23922,594.0,26.28333333333333,60.425,2077.3775,3.497,0.024830699774266364,594.0456105233058,4,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2025,5822,638.5,26.575,61.675,2137.7875,4.007,0.10967021642047406,533.5132268530073,5,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2020,13705,495.9,26.133333333333336,55.44166666666666,6828.255,2.319,0.03618387449835826,2944.4825355756793,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2021,24978,680.0,25.816666666666663,56.69166666666666,6849.221666666667,1.649,0.027223957082232363,4153.560743885183,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2022,9566,630.7,25.45,60.3,7223.216666666667,2.098,0.0659314237925988,3442.9059421671436,2,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2023,18192,610.6,25.65833333333333,59.66666666666666,7424.520833333333,1.718,0.03356420404573439,4321.60700426853,3,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2024,27003,594.0,26.28333333333333,60.425,7544.321666666667,1.879,0.021997555827130318,4015.0727337236117,4,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2025,7106,638.5,26.575,61.675,7648.324166666666,2.154,0.08985364480720517,3550.7540235221295,5,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2020,24152,495.9,26.133333333333336,55.44166666666666,5497.0858333333335,2.023,0.020532461079827757,2717.294035261163,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
